ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0
330,248,127287,0,0.00626181284408554,0.002105300882601202,0.0064548770897090435,0.0,0.0
331,248,127537,0,0.006392516435319402,0.0021491042217906308,0.006395560223609209,0.0,0.0
332,248,127787,0,0.006495271110143933,0.0021834050264348454,0.005602469202131033,0.0,0.0
333,248,128037,0,0.005607630749419289,0.001884925089378216,0.0060521457344293594,0.0,0.0
334,248,128287,0,0.005054161763639736,0.0016987575172900124,0.006052431650459766,0.0,0.0
335,248,128537,0,0.006430050670557288,0.002161323330872091,0.0062389373779296875,0.0,0.0
336,248,128787,0,0.006062152595977513,0.0020381392179197357,0.006021543871611357,0.0,0.0
337,248,129037,0,0.006259173683848709,0.0021043614305522023,0.006562437862157822,0.0,0.0
338,248,129287,0,0.0062983248052302515,0.002117808009878049,0.007439483422785997,0.0,0.0
339,248,129537,0,0.006555068007961378,0.0022043507235667355,0.006607437040656805,0.0,0.0
340,248,129787,0,0.00625648826381856,0.0021046557549491427,0.00664076441898942,0.0,0.0
341,248,130037,0,0.0035701694345546776,0.001201046207311705,0.005851319525390863,0.0,0.0
342,248,130287,0,0.005798023330406284,0.0019505354975990485,0.005646042991429567,0.0,0.0
343,590,130879,0,20.480631115129512,3.0877546558523243,16.437639236450195,0.0,0.0
344,248,131129,0,0.0032842756701822184,0.001104570114817292,0.004697884898632765,0.0,0.0
345,248,131379,0,0.004008431509734604,0.0013477434777967338,0.004868512041866779,0.0,0.0
346,248,131629,0,0.004548500537499521,0.0015284699573150588,0.0047360798344016075,0.0,0.0
347,248,131879,0,0.004837824623834671,0.0016258423665637947,0.007174454629421234,0.0,0.0
348,248,132129,0,0.004574240723618379,0.0015371732353683441,0.006684561260044575,0.0,0.0
349,248,132379,0,0.004328864484449578,0.0014546813005044015,0.005012822337448597,0.0,0.0
350,248,132629,0,0.004226833467042073,0.0014209578631057557,0.005262468475848436,0.0,0.0
351,248,132879,0,0.004881713341517565,0.0016406561167499486,0.005403297953307629,0.0,0.0
