step,episode,buffer_size,total_time,total_steps,ep_reward,ep_steps,ep_count,packages_lost,speed_mean,speed_max,BestLap,LapNo_0,update_model_perf_mean,update_model_perf_max,update_model_perf_std,step_perf_mean,step_perf_max,step_perf_std,step_perf_q99,step_perf_> thres,action_perf_mean,action_perf_max,action_perf_std,policy_loss,entropy_loss,alpha,entropy
5996,12,5996,257.56665563583374,6032,97.89029396889318,369,12,0,25.071393326641978,48.60597610473633,0.0,0.0,0.010597406793478377,0.016428599999983362,0.0021599128967411518,0.040023403804348885,0.0417702000000304,0.0005662268510853337,0.04123823000000129,12,0.0021966097826075863,0.010696400000000494,0.0005529878336790085,,,,
6415,13,6415,275.78569984436035,6454,95.04475815394531,420,13,0,21.74199454068259,45.11615753173828,0.0,0.0,0.011110945107399916,0.017092600000012226,0.0020416809813222363,0.04002618568019076,0.04144210000004023,0.0005751891466715389,0.0411933379999914,11,0.002152793078759366,0.00337760000002163,0.0003660697901232107,,,,
7028,14,7028,301.7626516819,7070,262.93423190300604,614,14,0,40.24301589687309,65.55677795410156,0.0,0.0,0.010972357585643846,0.01765520000003562,0.002384947746772151,0.04003138482871179,0.041523400000016863,0.000474884104533095,0.04098970400001008,6,0.0022146259380099883,0.0038180999999894993,0.00036607134601332204,,,,
7824,15,7824,335.1707091331482,7869,349.7283055070292,797,15,0,40.01915285670103,61.10466384887695,0.0,0.0,0.011082848115577804,0.020439600000031533,0.002288637812392855,0.04001828190954879,0.04182960000002822,0.0005103917878803151,0.04109619000003022,12,0.0023397221105531927,0.004155900000000656,0.0003673922961703723,,,,
9066,16,9066,386.3613107204437,9114,413.14281364493297,1243,16,0,30.727128351818,48.81955337524414,0.0,0.0,0.011112522302738534,0.017805400000042937,0.0024904258928771235,0.04002993840579754,0.04197059999995645,0.0004992269228174841,0.04102260300001205,19,0.0022362280193230773,0.004355900000007296,0.0003689819019912059,,,,
9157,17,9157,391.44170475006104,9208,5.6290580572500035,92,17,0,6.888581436141344,12.59029769897461,0.0,0.0,0.01122820549450675,0.01632569999998168,0.0026156809327279986,0.04000721208791197,0.040745399999991605,0.00045611093017113133,0.04073486999997726,0,0.0022174252747235797,0.0029857999999762797,0.00034799415953882086,,,,
9928,18,9928,423.74396300315857,9982,310.3309269438915,772,18,0,37.66422231276212,52.856163024902344,0.0,0.0,0.010451660700388828,0.01714020000002847,0.0020033265819985407,0.04002750920882023,0.04139390000000276,0.0004779474677463542,0.041034130000019785,9,0.002220985992217436,0.003448999999989155,0.00035599214445173244,,,,
10250,19,10250,438.0828056335449,10307,99.11619594389211,323,19,0,28.99957682405045,45.669620513916016,0.0,0.0,0.009782426708074676,0.01679350000000568,0.001804128691449741,0.04003130310559017,0.04248920000003409,0.0006044851969122867,0.041216493000007404,9,0.002161987267081798,0.0073432000000366315,0.00044049452735355594,-75.16781616210938,-4.5757246017456055,0.10264556854963303,-0.989797055721283
10591,20,10591,453.17612743377686,10651,100.5056166683496,342,20,0,28.011928456752393,45.18767547607422,0.0,0.0,0.009832392082112404,0.01556769999996277,0.001744192125595528,0.04002124545454442,0.04182410000004211,0.0005066994172973976,0.041145620000031614,7,0.0020935193548382524,0.0033521999999948093,0.00030999985456563216,,,,
11256,21,11256,481.247581243515,11319,281.26447675983,666,21,0,39.770841452163396,57.13338088989258,0.0,0.0,0.010097524060149271,0.016799500000047374,0.0020656239374358823,0.04002987473684329,0.041172500000016043,0.0005170800261145447,0.04097284399999808,5,0.002179119398496902,0.0032688000000007378,0.0002972673696399505,,,,
12870,22,12870,547.3713324069977,12936,745.9076215345094,1615,22,0,42.38401197576037,62.22591781616211,0.0,0.0,0.010156952788105866,0.017125599999985752,0.0019508339282867386,0.04003146263940592,0.04234030000003486,0.0004933231930484455,0.04103165400002467,21,0.0022414208798018937,0.003689000000008491,0.0003205322639139281,-90.10200500488281,-2.239401340484619,0.060864631086587906,-2.1999175548553467
13576,23,13576,577.0933287143707,13645,257.35017775332216,707,23,0,33.26921362083246,54.52074432373047,0.0,0.0,0.010328909773370573,0.018957099999965976,0.0021620587688820306,0.04002899249291872,0.041413899999952264,0.000483351343730452,0.04095549499992899,7,0.0021752060906511995,0.003732399999989866,0.0003258036031046865,,,,
13721,24,13721,584.3038909435272,13793,19.698554759043148,146,24,0,13.661404166185642,25.01859474182129,0.0,0.0,0.011043079310341705,0.016600800000105664,0.0025448825447314753,0.04002994758620844,0.041073499999924934,0.0005179739418429972,0.04093860399998448,1,0.0021695924137906455,0.0032281000000011772,0.00036343951772813723,,,,
13968,25,13968,595.5909724235535,14043,0.015946112645525437,248,25,0,0.005361542483115045,0.022197645157575607,0.0,0.0,0.011831223481783075,0.016954100000020844,0.0024931910723684078,0.040020919433195114,0.04111459999990075,0.0004845306933703056,0.04097764599998527,3,0.0021577570850215737,0.003273600000056831,0.00036317284195756924,,,,
14183,26,14183,605.6336243152618,14261,15.110785556702746,216,26,0,6.256963894032028,15.02354907989502,0.0,0.0,0.011712605116280809,0.016676200000006247,0.0025161012549231093,0.04003785906977238,0.04207640000004176,0.0005817083185009866,0.0414391220000266,6,0.0022411725581362187,0.0033899999999675856,0.0003881027947498309,,,,
14592,27,14592,623.4153866767883,14673,9.588135308859327,410,27,0,2.6257890349765103,10.631420135498047,0.0,0.0,0.011491206601469229,0.017087800000012976,0.0023872967499321816,0.040028477506113457,0.0415702999999894,0.0005370827550816423,0.041141627999954834,9,0.002219791931542502,0.003848899999979949,0.00041266299002134003,,,,
15020,28,15020,641.9507005214691,15104,0.9634486441679887,429,28,0,0.194386722876397,2.4588332176208496,0.0,0.0,0.011379722663550754,0.016802900000016052,0.0023266141491345284,0.040030856074764906,0.04147939999995742,0.000513083545127892,0.041083394000036154,5,0.002186715654203035,0.003744399999959569,0.0003688348587772213,-85.00469207763672,0.015776917338371277,0.05179910361766815,-3.005329132080078
15346,29,15346,656.4347007274628,15433,1.5221886406778888,327,29,0,0.4169798495386092,2.552236795425415,0.0,0.0,0.0109926349693267,0.017318300000056297,0.0021200967892325224,0.040026163803677864,0.04176889999996547,0.0005079679617470252,0.04110315000008313,5,0.002115373006134727,0.0040051999999377585,0.0003391925176921077,,,,
15987,30,15987,683.5523800849915,16077,4.962219484792743,642,30,0,0.6750959117851952,3.50052809715271,0.0,0.0,0.01167408424336966,0.018572800000015377,0.0024420644689368376,0.04003488205928257,0.046734599999922466,0.0005616316599056591,0.04104568000002473,9,0.002239142277688709,0.0062891000000036,0.00045351382121127477,,,,
16234,31,16234,694.8685624599457,16327,0.3149849878223231,248,31,0,0.10639218538780106,0.9447538256645203,0.0,0.0,0.011989033198377826,0.0176993999999695,0.0022650169185463717,0.040022132388658656,0.041247499999940374,0.0005222488123738752,0.04105082999997876,5,0.0022812951417020334,0.003666599999974096,0.0003856734027370178,,,,
16374,32,16374,701.8978490829468,16470,2.372542351441894,141,32,0,1.569661502039443,4.083643913269043,0.0,0.0,0.011029585000006495,0.01631200000008448,0.002047487348121402,0.04001362142858105,0.04120100000000093,0.0005034616831463652,0.04085241699999983,1,0.0020998571428590043,0.0034729999999854044,0.0003438982740227633,,,,
17106,33,17106,732.636292219162,17205,211.37602220902846,733,33,0,27.396885873570387,40.67477035522461,0.0,0.0,0.011171393579234455,0.016995400000041627,0.0025346046281006602,0.04002749672131023,0.04323460000000523,0.0005524824087804063,0.04110602499996162,16,0.00217631775956446,0.00353959999995368,0.0004007555674229755,,,,
17759,34,17759,760.2039833068848,17861,223.8135192835723,654,34,0,33.272265177963455,52.82178497314453,0.0,0.0,0.010835762021441753,0.01744470000005549,0.0023378934372244578,0.04002677702909849,0.041443600000093284,0.0004918335569179741,0.04112687599997116,12,0.002190226493109603,0.003504499999962718,0.0003593619348662582,,,,
18006,35,18006,771.5086421966553,18111,0.007313938643280294,248,35,0,0.0024593488304808196,0.006230373401194811,0.0,0.0,0.010834944939268058,0.016211800000064613,0.0018888977786074342,0.04001905708501708,0.04125329999999394,0.0004530195171725769,0.04095836599995891,2,0.002240129554654051,0.0033551000000215936,0.00036526099799675903,,,,
18778,36,18778,803.8521070480347,18886,310.74359128813865,773,36,0,37.38444641442927,51.77764129638672,0.0,0.0,0.010426606994818276,0.017122599999993326,0.002030593624512164,0.04004249158031249,0.046325000000024374,0.0005437344291101275,0.04109183700003086,11,0.0022630665803102155,0.0036571000000549247,0.000367505058223053,,,,
19863,37,19863,848.7366604804993,19974,487.4139922560985,1086,37,0,40.78102759879803,56.3693733215332,0.0,0.0,0.010414300921660331,0.01654750000000149,0.0019239716054557188,0.04003262433179645,0.04185480000001007,0.0005204422120922192,0.04120327999993606,26,0.002224551612901907,0.003518900000017311,0.00032876320133744035,,,,
20691,38,20691,883.3082761764526,20805,324.82720639857985,829,38,0,36.45928459606876,56.56951904296875,0.0,0.0,0.010700661352653715,0.016633599999977378,0.0020477970569550462,0.04002395724637787,0.042242400000077396,0.0005053510486294049,0.04114514100000406,13,0.0021966570048317937,0.0034127999999782332,0.0003515883719264588,,,,
21522,39,21522,918.0107553005219,21639,250.9361443966681,832,39,0,27.8649405931792,40.36891174316406,0.0,0.0,0.010174502166067747,0.015911599999981263,0.0018895131716811465,0.0400267199759333,0.04171899999994366,0.0004926610926757586,0.041074849999949946,12,0.002099603730445251,0.0034193000000186657,0.0003093424598971844,,,,
22098,40,22098,942.5066919326782,22218,209.29035461464133,577,40,0,33.43918530376079,49.29985809326172,0.0,0.0,0.011056792187496592,0.017191199999956552,0.002488155420875479,0.04003314253471836,0.04216949999999997,0.000573183744938853,0.04111800000006838,11,0.00223090121527372,0.0034355000000232394,0.0003460486730923444,,,,
22397,41,22397,955.904420375824,22520,91.11465858060618,300,41,0,28.016278547926728,45.07127380371094,0.0,0.0,0.010745631103680393,0.01753330000008191,0.0023507476194845472,0.04003290769231058,0.04137130000003708,0.00048034322884405833,0.04108543599998711,6,0.0022525204013374247,0.0037978000000293832,0.0003277369065025997,,,,
23828,42,23828,1014.7977788448334,23954,583.2165404968773,1432,42,0,41.58070704718228,60.856990814208984,0.0,0.0,0.010814015234100596,0.01754489999996167,0.0023218094150046,0.04001924402515651,0.04229139999995368,0.0005033060229479694,0.04102283000003126,21,0.0022162248777099426,0.0036771000000044296,0.0003241646680766977,,,,
24834,43,24834,1056.5025207996368,24963,328.3180865071507,1007,43,0,30.753715865246726,48.45862579345703,0.0,0.0,0.01102070248508852,0.01980639999987943,0.0024716281934298997,0.04002135874751324,0.04217020000010052,0.0005005296334848122,0.04099987500010229,11,0.0022212818091477612,0.003809699999919758,0.00037657311058009147,,,,
25093,44,25093,1068.2750496864319,25225,37.75951973903659,260,44,0,13.335317106546762,26.929222106933594,0.0,0.0,0.010913443243244943,0.01915469999994457,0.002355903845320606,0.040014059073354404,0.0417866000000231,0.0005053877565157151,0.041035475999947266,4,0.002216956370671405,0.003859800000100222,0.00038440620336736327,,,,
25665,45,25665,1092.6176714897156,25800,58.63834912873266,573,45,0,10.91953315173456,32.37457275390625,0.0,0.0,0.010788921678326248,0.016579200000023775,0.002204514146178734,0.040014627972035435,0.04192139999986466,0.000516017198438234,0.04108118999992712,9,0.0021059136363622112,0.003810500000099637,0.00034899575787065295,,,,
25983,46,25983,1106.7724630832672,26121,96.29733388149054,319,46,0,28.436380348287283,44.62568283081055,0.0,0.0,0.010539472641510445,0.01612369999998009,0.002026144044192746,0.040044112893082476,0.04440450000015517,0.0005998457482400601,0.041130368999984054,8,0.002056568238994111,0.003204300000106741,0.00029912045831616106,,,,
26693,47,26693,1136.6717216968536,26834,243.02674188673475,711,47,0,33.52141312572846,45.28913879394531,0.0,0.0,0.01062636380281642,0.0167189999999664,0.002134264035257695,0.040034998450699626,0.047102300000005926,0.0006039685057422253,0.041114304000007,16,0.002180562394365027,0.0034703999999692314,0.00034083143090136173,,,,
26995,48,26995,1150.1783003807068,27139,74.08871799986063,303,48,0,24.390104426606634,40.705711364746094,0.0,0.0,0.010756076158941141,0.016639700000041557,0.002207351207431215,0.04004748443708797,0.04380939999987277,0.0005651655244114015,0.04106631799979596,6,0.002287310927155603,0.003467700000101104,0.0003574739760605464,,,,
28521,49,28521,1212.7817566394806,28668,684.6207916611241,1527,49,0,41.721768844235896,57.522945404052734,0.0,0.0,0.010399557536039612,0.01975240000001577,0.0020674404170430375,0.04003203453472991,0.046649299999899085,0.0005052659591899966,0.041025049999859675,18,0.002201699541284717,0.003671299999950861,0.0003208695686703194,,,,
30970,50,30970,1312.3111834526062,31120,801.47887196545,2450,50,0,29.76315895334019,47.892513275146484,0.0,0.0,0.010824377051861716,0.017563500000051135,0.002319391453191859,0.04002933413638109,0.04238379999992503,0.0005187346765441895,0.041116771999904815,50,0.0022095311964071915,0.004164199999877383,0.0003783472606307304,-144.04263305664062,0.7058117985725403,0.07870645821094513,-3.277677297592163
31432,51,31432,1332.2506160736084,31585,138.41735514111954,463,51,0,29.437703980372557,41.6567497253418,0.0,0.0,0.010862607359300175,0.017430500000045868,0.002409061701732424,0.040040209090912,0.041890800000146555,0.0004965827862002331,0.04109164399984138,8,0.002291376839825598,0.003826300000127958,0.00040775800459025454,,,,
32795,52,32795,1388.2844853401184,32951,569.1766941593808,1364,52,0,38.852116732903696,60.948829650878906,0.0,0.0,0.010941179383711934,0.016688599999952203,0.002433773390578612,0.04003049955979582,0.04535940000005212,0.0005114308823867136,0.04104156000001694,16,0.0022437567131339126,0.0036104999999224674,0.00036997863253482235,,,,
33042,53,33042,1399.5681540966034,33201,0.005500842231608474,248,53,0,0.0018498289677330421,0.0061354683712124825,0.0,0.0,0.01134623684210486,0.016045500000018365,0.002500006986219502,0.04003708663968271,0.041686799999979485,0.0005270903867514458,0.04107966800005215,5,0.002380209716593784,0.003798300000198651,0.0003679175620383594,,,,
33289,54,33289,1410.9009232521057,33451,0.005176919237912645,248,54,0,0.0017412858512890976,0.006934906356036663,0.0,0.0,0.011774781376524615,0.01767270000004828,0.002587212267119593,0.040040493522271875,0.041822800000090865,0.0005362749878024388,0.041048260000065964,5,0.0024140133603263395,0.0039520999998785555,0.00038934577830430336,,,,
33536,55,33536,1422.232032775879,33701,0.003425915595128566,248,55,0,0.001152464975553636,0.0032956611830741167,0.0,0.0,0.011378081376518976,0.017534200000000055,0.0026285467481752455,0.04003245668016126,0.041124900000113485,0.0005193099191088519,0.04108246600001166,7,0.0023480408906932358,0.0035637999999380554,0.000376432107397816,,,,
33783,56,33783,1433.533652305603,33951,0.0027550108158083822,248,56,0,0.0009265681881739481,0.005043504294008017,0.0,0.0,0.01031626639677034,0.018610100000159946,0.0021440251819376532,0.04002035344129574,0.04226519999997436,0.0006002945519747739,0.04142950800008293,10,0.0023091931174107974,0.003605500000048778,0.0003146682844338989,,,,
34030,57,34030,1444.8488557338715,34201,0.0024857532616645336,248,57,0,0.0008361134798120006,0.0040692491456866264,0.0,0.0,0.00995839433197196,0.020469900000080088,0.0017683437314215675,0.040020017813757795,0.04147960000000239,0.0005634686520056631,0.04120544000000791,7,0.0022882425101304004,0.003964400000086243,0.0003768711797955508,-139.673828125,1.333026647567749,0.09368473291397095,-3.562941551208496
34277,58,34277,1456.1761450767517,34451,0.0028225286039785065,248,58,0,0.0009492743189302048,0.005975073203444481,0.0,0.0,0.009852903643713428,0.01612820000013926,0.0017961584121353163,0.040037047368415825,0.041970799999944575,0.0005912160150237312,0.04135411399999612,10,0.0023479939271337314,0.003981800000019575,0.00036083294204476224,,,,
34598,59,34598,1470.4681797027588,34775,0.42098185164274876,322,59,0,0.10985738368502364,2.421308755874634,0.0,0.0,0.00949021183800711,0.015623400000094989,0.001460766696603035,0.040041852024914476,0.041523499999811975,0.000499104144866067,0.041067799999927955,5,0.0022586753894074008,0.0033018000001447945,0.000262666942361844,,,,
34845,60,34845,1481.7622556686401,35025,0.002886968552840209,248,60,0,0.0009704920651147991,0.0055773756466805935,0.0,0.0,0.009878270040488074,0.015133099999957267,0.0014144126188498556,0.04003926558704351,0.04181240000002617,0.0005392346199719749,0.04132118000004993,5,0.002372912550603367,0.0037583000000722677,0.0003191504482649604,,,,
35092,61,35092,1493.0522856712341,35275,0.002919045449100087,248,61,0,0.000982042689576056,0.00724148191511631,0.0,0.0,0.009706723481776714,0.017622800000026473,0.0016319684650718664,0.04002570323886035,0.041247900000144,0.0005279251287011146,0.04090854399998989,2,0.0023142396761096436,0.003462800000079369,0.0003225596718528745,,,,
35339,62,35339,1504.3687133789062,35525,0.0028497168318322662,248,62,0,0.0009584969687591272,0.0066566066816449165,0.0,0.0,0.00975823967610912,0.01763859999982742,0.001708178985045719,0.040028004453443615,0.04122460000007777,0.0005430907566638175,0.04106893000011496,6,0.0022983149797577655,0.003635700000131692,0.00030328358779986933,,,,
35586,63,35586,1515.6696903705597,35775,0.0026735882921708086,248,63,0,0.0008994146299066356,0.006436224561184645,0.0,0.0,0.010067591902835791,0.016671500000029482,0.0017739369664647236,0.040006944939266036,0.041351899999881425,0.000517830484009498,0.04110652000006666,3,0.002356809311735052,0.004171999999925902,0.0003735933342392863,,,,
35833,64,35833,1526.9776628017426,36025,0.003374386574433545,248,64,0,0.0011350257301831247,0.006753566674888134,0.0,0.0,0.009516702024278201,0.016105100000004313,0.0014957519566287088,0.040004217813767215,0.040973699999995006,0.0004993721620193826,0.04088872199992693,0,0.0022267821862300597,0.0032127999998010637,0.00029237279361780987,,,,
36080,65,36080,1538.2581877708435,36275,0.00334586321843393,248,65,0,0.0011255067686086536,0.005776451900601387,0.0,0.0,0.009655937651832794,0.01599709999982224,0.0013971162776862094,0.04002406437247528,0.04110519999994722,0.00045287955449296814,0.04094289600007414,1,0.002305410931179361,0.004145699999980934,0.0003480364292849821,-149.87347412109375,-0.3944854736328125,0.08706237375736237,-2.8383982181549072
36327,66,36327,1549.596997499466,36525,0.003043745841673038,248,66,0,0.0010234910779628639,0.0047759199514985085,0.0,0.0,0.009811570445343736,0.015383599999950093,0.001546405464837022,0.04001520566800982,0.041060499999957756,0.00046331305927346485,0.04097972399984883,3,0.0022681655870457123,0.0033203999998931977,0.0002882647476953597,,,,
36574,67,36574,1560.9271411895752,36775,0.002688627271814803,248,67,0,0.0009036268291222973,0.0055097173899412155,0.0,0.0,0.009818678542517511,0.019174799999973402,0.0015734242514016416,0.04003312712550978,0.042469900000014604,0.0005427984296734104,0.041259803999946595,6,0.002343856275311269,0.0034055999999509368,0.00032196745044491264,,,,
36821,68,36821,1572.2450263500214,37025,0.0028121922021886237,248,68,0,0.0009458866115892306,0.005833223927766085,0.0,0.0,0.01007387044535289,0.017123299999866504,0.001620954464460688,0.04002253400809102,0.041400399999929505,0.0004980225491854626,0.04094591200000195,2,0.0023554987854198556,0.003167200000007142,0.0003244352380489583,,,,
37399,69,37399,1596.8339595794678,37606,91.2625792429154,579,69,0,15.771108811035242,39.311851501464844,0.0,0.0,0.0097009607266482,0.01729410000007192,0.002056805423919365,0.04002300916954797,0.04234689999998409,0.0004969612061555367,0.041244032000095104,10,0.0022726226643577777,0.004247599999871454,0.00039366499821213204,,,,
38224,70,38224,1631.3098754882812,38434,350.56042190338667,826,70,0,41.65893717892874,64.37752532958984,0.0,0.0,0.009168346424234959,0.016973700000107783,0.00202394541594385,0.04003589721212131,0.04281119999996008,0.0005189980713739841,0.04108480800006873,16,0.0021635661818188304,0.004051599999911559,0.00033947298478974016,,,,
40300,71,40300,1715.9015293121338,40513,758.075444879816,2077,71,0,34.36938216497733,55.542266845703125,0.0,0.0,0.009114858477842974,0.016600200000084442,0.0020269905283675166,0.04002547707129116,0.04238179999993008,0.0005167762232130889,0.04109797500012746,38,0.002161086464356619,0.0039664999999331485,0.00037927420456757726,-158.46099853515625,0.40145981311798096,0.09384039044380188,-3.16965651512146
41251,72,41251,1755.4419174194336,41467,348.1252851582477,952,72,0,34.41125165133814,53.29289245605469,0.0,0.0,0.009422437434279698,0.11446440000008806,0.004036276702583749,0.04003506855941574,0.11791070000003856,0.002980750300828084,0.04126670000005106,30,0.0022695823343851515,0.004455600000028426,0.0004052949724399629,,,,
41540,73,41540,1768.4263927936554,41759,0.23156206223210404,290,73,0,0.06669148265666144,1.3120216131210327,0.0,0.0,0.010175800692044422,0.01567920000002232,0.002633730109179995,0.04002851176471289,0.04121769999983371,0.00048478410533385165,0.04104727200016896,5,0.002391500346029527,0.003823900000043068,0.0004178540509084357,-144.86175537109375,0.5332329273223877,0.09653189033269882,-3.228069543838501
41787,74,41787,1779.750881433487,42009,0.005333557896019541,248,74,0,0.0017933437242273584,0.00516956951469183,0.0,0.0,0.008958294736839336,0.015592499999911524,0.0020207255284983576,0.04001728097166865,0.04172440000002098,0.0005256866756581884,0.041227725999942774,6,0.0021726429149824433,0.0033425999999963096,0.00033015990313726566,,,,
42034,75,42034,1791.0734641551971,42259,0.004845010682586148,248,75,0,0.0016293822347741356,0.004933490883558989,0.0,0.0,0.009474468825909816,0.01587019999988115,0.002128922767182777,0.04003233441295629,0.042181399999890345,0.0005425762592233903,0.041116432000039824,6,0.0022549672064855375,0.003858299999819792,0.00042297261224097106,,,,
42281,76,42281,1802.412938117981,42509,0.004813246676355545,248,76,0,0.0016187480871468001,0.006479901261627674,0.0,0.0,0.009888775708501815,0.016414499999882537,0.002404065688292372,0.04002283684211566,0.04120669999997517,0.0005414301150268782,0.041052601999967915,3,0.002273055870437535,0.0036007000001063716,0.00035945398318906784,,,,
42528,77,42528,1813.7395668029785,42759,0.0034053761209591996,248,77,0,0.0011452805691137215,0.007461973465979099,0.0,0.0,0.009374719838066224,0.015097500000138098,0.001976857956040197,0.04002830971659328,0.04140060000008816,0.0005335897113634623,0.0411791360000143,9,0.0021622497975759807,0.0033184999999775755,0.00023856990891951143,,,,
42775,78,42775,1825.0588297843933,43009,0.002651938895764846,248,78,0,0.0008915838380201626,0.004044160712510347,0.0,0.0,0.009936212550600678,0.01605920000019978,0.002209509092447819,0.04002462348177304,0.04112719999989167,0.00047839229460240525,0.041074903999897286,4,0.0022138676113301428,0.0032502000001386477,0.00027657265448604115,,,,
43022,79,43022,1836.3515982627869,43259,0.0028272478917056444,248,79,0,0.0009505949839524785,0.004884634632617235,0.0,0.0,0.009462023076924524,0.015274199999794291,0.002076573902771111,0.040038980161943245,0.04153859999996712,0.0004969855900664921,0.04108459999999923,5,0.0021865753036439603,0.003109700000095472,0.000277873523351605,,,,
43269,80,43269,1847.6733100414276,43509,0.004301132756047347,248,80,0,0.0014459951999601945,0.005155473947525024,0.0,0.0,0.009843244129557971,0.01588949999995748,0.0020470673963834747,0.04003112631579206,0.04146089999994729,0.0005154561620241419,0.04105738999996902,3,0.0021888967611306473,0.003117500000143991,0.0002721518296268716,,,,
43516,81,43516,1859.0070128440857,43759,0.004761366279671752,248,81,0,0.0016006851650848647,0.004204843658953905,0.0,0.0,0.009731449797569028,0.015273099999831175,0.0020803041408126565,0.04003361902834185,0.04111219999981586,0.00046324496697874396,0.0409326140001167,2,0.0021851425101201095,0.0032103000000915927,0.0002732332971435468,,,,
44521,82,44521,1900.709776878357,44767,366.3850908396323,1006,82,0,36.07948580070092,56.117279052734375,0.0,0.0,0.009105700796018159,0.016193799999882685,0.0018156040601838457,0.04002863950249006,0.042289799999934985,0.0005278275746659961,0.041103191999900444,18,0.002147411442787805,0.0034892999999556196,0.00027255547042323564,,,,
44926,83,44926,1918.3416624069214,45175,11.081624504909321,406,83,0,2.549305244263621,14.444987297058105,0.0,0.0,0.009451868395062998,0.018931100000145307,0.0020777358546705555,0.040037089629632414,0.0415354000001571,0.0005398425322759213,0.04120681999995213,7,0.0021763051851776028,0.0035259000001133245,0.0002737175436065562,,,,
45173,84,45173,1929.6502039432526,45425,0.0052075735315127,248,84,0,0.001750051068396011,0.036178212612867355,0.0,0.0,0.009965714170042378,0.014861000000109925,0.0022128330693677568,0.040014331174093185,0.04133989999991172,0.0005033744407182426,0.04102419600003486,3,0.002220280971657491,0.0029982000000927655,0.0002762031108885494,,,,
