ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0,LapNo_1
115,2986,62703,0,1588.4491718029753,47.505562057772245,69.67549896240234,0.0,879.896,584.035
116,852,63557,0,366.8935292955662,37.52435352960891,67.41706085205078,0.0,584.035,
117,1629,65188,0,853.3554819526414,46.098286519943066,69.5467529296875,0.0,584.035,
118,767,65957,0,390.856916012675,50.67822745322469,71.5771255493164,0.0,584.035,
119,3004,68963,0,1613.0628094720319,46.99372635037885,68.21769714355469,0.0,584.035,254.296
120,2963,71928,0,1589.3540016089507,47.136332199229514,69.87979125976562,0.0,254.296,125.321
121,104,72034,0,3.982235758202083,3.4967667538674925,9.380431175231934,0.0,125.321,
122,83,72119,0,5.460575351702105,5.84405123867678,11.027502059936523,0.0,125.321,
123,2582,74703,0,1257.4917909171659,42.77065019243387,69.65758514404297,0.0,125.321,
124,741,75446,0,405.04259006842364,48.24747768430496,68.38953399658203,0.0,125.321,
125,2995,78443,0,1645.5706366012607,48.03475143296468,69.66304016113281,0.0,125.321,264.746
126,3002,81447,0,1632.4932549623568,47.9164519004685,70.18773651123047,0.0,264.746,120.742
127,2854,84303,0,1591.9472311112709,48.73860521657275,70.4273910522461,0.0,121.056,120.742
128,3169,87474,0,1646.7240959150517,46.056982204585516,69.96142578125,0.0,121.056,125.158
129,425,87901,0,9.591870059380415,2.0223429001068784,9.009634017944336,0.0,125.158,
130,815,88718,0,360.0938220294507,38.41818828883322,66.62899780273438,0.0,125.158,
131,2381,91101,0,1285.6633276843645,47.653408618341324,69.8028793334961,0.0,125.158,
132,3068,94171,0,1634.6821273618357,46.59341837561624,68.4672622680664,0.0,125.158,269.078
133,784,94957,0,358.21466762581053,40.020270971586534,68.01087188720703,0.0,269.078,
134,1075,96034,0,535.6621178798425,43.816936060386425,68.97100067138672,0.0,269.078,
135,1399,97435,0,737.6571105380965,47.092209259961706,67.74591064453125,0.0,269.078,
136,760,98197,0,361.41289230522483,41.389610443240045,66.81139373779297,0.0,269.078,
137,2063,100262,0,1140.7515140190549,48.52503353570768,70.28158569335938,0.0,269.078,
138,315,100579,0,112.00366249876943,31.14429328472738,45.71039581298828,0.0,269.078,
139,90,100671,0,6.076594764966137,6.11728436661522,11.754291534423828,0.0,269.078,
140,842,101515,0,372.52277492135477,38.97775844923766,67.05755615234375,0.0,269.078,
141,2254,103771,0,1268.0605084352203,49.87767697188457,71.77426147460938,0.0,269.078,
142,716,104489,0,350.854833244406,42.54309052468526,67.16704559326172,0.0,269.078,
143,2236,106727,0,1285.9802334593903,50.69818941231057,71.70782470703125,0.0,269.078,
144,710,107439,0,347.815816567329,42.643731143748106,66.9867172241211,0.0,269.078,
145,2249,109690,0,1283.3835507146819,50.46285121861264,72.47188568115234,0.0,269.078,
146,3022,112714,0,1638.3000253169826,47.61457681072586,70.2191390991211,0.0,269.078,763.184
147,181,112897,0,22.171328332753916,12.130809700618837,20.051006317138672,0.0,763.184,
148,647,113546,0,325.58935582154254,43.9598353019321,66.0828857421875,0.0,763.184,
149,2225,115773,0,1246.2664048393497,49.45446010011719,71.85428619384766,0.0,763.184,
150,2999,118774,0,1647.0201267839109,48.10034688819736,71.85842895507812,0.0,763.184,253.735
151,3051,121827,0,1663.7241176723144,47.78412644835245,72.29466247558594,0.0,253.735,121.821
152,2940,124769,0,1636.3050189055048,48.932318596516815,71.84317779541016,0.0,121.821,118.961
153,2909,127680,0,1650.4744543881611,49.4298159845641,72.5758056640625,0.0,118.961,118.029
154,2914,130596,0,1649.894553539021,49.34553669646292,71.88038635253906,0.0,118.052,118.029
155,2903,133501,0,1654.5487982490874,49.4726439801639,71.3252944946289,0.0,118.052,118.442
156,2942,136445,0,1657.6171912054715,48.86773736801781,70.3279800415039,0.0,118.442,117.794
157,2925,139372,0,1652.5754357315554,49.17776017318603,69.94365692138672,0.0,117.794,119.707
158,2921,142295,0,1657.73908086849,49.26411023289218,71.05274200439453,0.0,119.707,118.787
159,2923,145220,0,1659.817385437409,49.19599401194013,71.21102905273438,0.0,118.787,118.654
160,2911,148133,0,1658.7144042266013,49.47727902769023,71.52959442138672,0.0,118.654,118.121
161,2846,150981,0,1652.3119340373291,50.29347384350598,72.80113220214844,0.0,118.121,115.612
162,2900,153883,0,1661.6257809323076,49.622805641226165,70.62464904785156,0.0,117.356,115.612
163,2958,156843,0,1656.3950438520142,48.64498464708657,70.28998565673828,0.0,117.356,117.763
164,2846,159691,0,1655.39171961904,50.26792089667204,71.41341400146484,0.0,117.763,118.27
165,2883,162576,0,1662.3700800620495,49.90547175754046,72.73284912109375,0.0,118.27,116.979
166,3092,165670,0,1633.4128857532828,46.45104308798431,73.15264892578125,0.0,116.979,125.806
167,2258,167930,0,1230.9360597617183,47.45156626909455,70.67185974121094,0.0,125.806,
168,717,168649,0,423.1041899691394,51.218259405903744,71.14412689208984,0.0,125.806,
169,2868,171519,0,1668.1819555429402,50.14884624991693,72.7655258178711,0.0,125.806,238.2
170,2860,174381,0,1664.7009499969922,50.230182071241074,70.94807434082031,0.0,238.2,115.762
171,2871,177254,0,1666.0464431394112,50.06583332075819,70.86750030517578,0.0,115.762,116.475
172,2858,180114,0,1670.5876899388454,50.28467552977004,72.9948501586914,0.0,116.378,116.475
173,2860,182976,0,1669.1121453258759,50.24363281382524,73.53755950927734,0.0,116.378,116.17
174,2877,185855,0,1666.9393260483228,49.96335992603302,72.6564712524414,0.0,116.17,116.583
175,2859,188716,0,1672.4513285641037,50.27187756971349,73.15169525146484,0.0,116.583,116.243
176,2868,191586,0,1670.4557002317335,50.13543596037401,72.66213989257812,0.0,116.243,116.291
177,2881,194469,0,1670.1259337913157,49.88154197921037,72.24958038330078,0.0,116.291,116.782
178,422,194893,0,13.89396594644363,3.2022938072206664,16.73903465270996,0.0,116.782,
179,2814,197709,0,1660.92490286376,50.67355640242889,73.09087371826172,0.0,116.782,132.872
180,2889,200600,0,1675.5376375380852,49.775662891794425,73.19563293457031,0.0,132.872,116.562
181,2858,203460,0,1672.3442201280077,50.24777219270208,73.30001068115234,0.0,116.216,116.562
182,680,204142,0,349.7853843986938,44.23058358280225,68.17512512207031,0.0,116.216,
183,2241,206385,0,1319.7507579779674,50.70013821063649,72.99411010742188,0.0,116.216,
184,1224,207611,0,589.304826535134,41.59291681327791,68.21248626708984,0.0,116.216,
185,1809,209422,0,1066.1597828201216,51.250256293665515,72.8405532836914,0.0,116.216,
186,2880,212304,0,1660.5274210195516,49.935065163678395,72.94023132324219,0.0,116.216,361.159
187,2846,215152,0,1673.9170882446203,50.28090020876364,73.34194946289062,0.0,361.159,115.782
188,732,215886,0,361.65473997347,42.59378781705243,66.94416809082031,0.0,115.782,
189,2212,218100,0,1305.3447807722014,50.85703969973807,73.2356948852539,0.0,115.782,
190,2894,220996,0,1669.4346874982812,49.6849815284259,72.9019546508789,0.0,115.782,237.969
191,2860,223858,0,1675.9945940959933,50.24798907449068,72.96109771728516,0.0,237.969,116.482
192,2859,226719,0,1674.0782604445562,50.24594936964813,73.10354614257812,0.0,116.482,116.141
193,2855,229576,0,1676.2123724204985,50.35975697541342,73.58335876464844,0.0,116.141,116.166
194,2847,232425,0,1671.8255875576078,50.48561123471233,73.38382720947266,0.0,116.166,115.559
195,2854,235281,0,1677.6889629041555,50.377915427871585,73.23409271240234,0.0,115.689,115.559
196,2815,238098,0,1659.7851939608126,50.82720828081248,73.41783905029297,0.0,115.689,114.614
197,2897,240997,0,1664.7032190858863,49.619822581957195,70.86779022216797,0.0,114.614,116.337
198,566,241565,0,287.8898051422571,44.32157644311167,66.37551879882812,0.0,116.337,
199,908,242475,0,295.57761181738255,29.604551020965065,48.15855407714844,0.0,116.337,
200,1767,244244,0,1057.964879420466,51.45808929876796,73.24040222167969,0.0,116.337,
201,2849,247095,0,1679.08401009052,50.45440181578939,73.54398345947266,0.0,116.337,251.239
202,2859,249956,0,1671.6961029775375,50.297615676224524,72.94117736816406,0.0,251.239,115.831
203,2855,252813,0,1674.5378913267436,50.381370228691914,73.46714782714844,0.0,115.831,116.294
204,2842,255657,0,1677.165661945351,50.576767931456075,73.63941192626953,0.0,116.294,115.499
205,2845,258504,0,1673.2404178103648,50.53306404128241,73.40672302246094,0.0,115.499,115.463
206,1670,260176,0,891.3188147498801,45.854814753517466,70.14800262451172,0.0,115.463,
207,229,260407,0,23.073915196815626,11.619142618420733,22.215526580810547,0.0,115.463,
208,101,260510,0,11.407778090518729,10.050264787515578,18.81431007385254,0.0,115.463,
209,1222,261734,0,725.3203914374844,51.34373072550195,73.59286499023438,0.0,115.463,
210,2861,264597,0,1677.7585238534962,50.254960352409086,73.35462951660156,0.0,251.382,115.463
211,2854,267453,0,1675.6167817691505,50.39559664934307,73.42961120605469,0.0,251.382,115.834
212,2815,270270,0,1666.475117797194,50.82658152660433,73.62600708007812,0.0,115.834,114.44
213,2837,273109,0,1676.5509405580426,50.64454154401108,73.65501403808594,0.0,114.44,115.315
214,2857,275968,0,1674.6505496960967,50.32467292784216,73.24441528320312,0.0,115.315,115.952
215,2846,278816,0,1679.2498803190715,50.51909110916264,73.72286987304688,0.0,115.952,115.338
216,2843,281661,0,1674.517882128609,50.462270751988065,73.24247741699219,0.0,115.338,115.622
217,2860,284523,0,1678.6765784073737,50.306947820216386,73.4122314453125,0.0,115.622,116.102
218,2851,287376,0,1678.2315831382284,50.43759879922564,73.4678726196289,0.0,115.697,116.102
219,2840,290218,0,1678.5022357814337,50.582121812868294,73.45616149902344,0.0,115.697,115.392
220,2843,293063,0,1674.110830480242,50.59040394145336,73.52843475341797,0.0,115.392,115.325
221,2844,295909,0,1675.6714185583053,50.58590648558257,73.22235870361328,0.0,115.325,115.504
222,2820,298731,0,1660.5344083870218,50.761888338400034,73.3413314819336,0.0,115.504,114.549
223,2841,301574,0,1676.0953618680687,50.59347891644958,73.45938873291016,0.0,114.549,115.159
224,2847,304423,0,1674.292978410334,50.49689569093281,73.5110855102539,0.0,115.159,115.719
225,2838,307263,0,1681.9826953520117,50.659006623801105,73.50324249267578,0.0,115.719,115.159
226,2832,310097,0,1664.0002571194639,50.52918957777692,73.43744659423828,0.0,114.859,115.159
227,2848,312947,0,1668.6810611660258,50.498580955744146,73.47855377197266,0.0,114.859,115.948
228,2815,315764,0,1666.9517633491057,50.74175509371812,73.51087951660156,0.0,115.948,114.211
229,2867,318633,0,1679.8148585261956,50.16352562954903,73.35273742675781,0.0,114.211,116.169
230,2838,321473,0,1670.8082504159463,50.424915096180996,73.4109115600586,0.0,116.169,115.042
231,2989,324464,0,1498.7529889420414,44.00620147347743,70.85377502441406,0.0,115.042,116.141
232,367,324833,0,138.6333395940905,33.64098999661277,50.2767448425293,0.0,116.141,
233,2869,327704,0,1678.2605156107072,50.14885338678209,73.52027893066406,0.0,116.141,137.779
234,2839,330545,0,1678.3353750198494,50.64482276154531,73.52320861816406,0.0,137.779,115.332
235,2863,333410,0,1686.2687052716722,50.251954329856005,73.46061706542969,0.0,116.144,115.332
236,2855,336267,0,1680.3076001371442,50.371184045358135,72.78504943847656,0.0,116.144,116.053
237,384,336653,0,164.2803679440846,37.53896958875945,59.22734451293945,0.0,116.053,
