step,episode,buffer_size,total_time,total_steps,ep_reward,ep_steps,ep_count,packages_lost,speed_mean,speed_max,BestLap,LapNo_0,update_model_perf_mean,update_model_perf_max,update_model_perf_std,step_perf_mean,step_perf_max,step_perf_std,step_perf_q99,step_perf_> thres,action_perf_mean,action_perf_max,action_perf_std,policy_loss,entropy_loss,alpha,entropy,LapNo_1
39750,85,39750,1715.8718495368958,40005,0.013931939011906916,248,85,0,0.004686475112506624,0.014452669769525528,0.0,168.872,0.021949935627529928,0.030984700000090015,0.0033004718805715702,0.040014740080970605,0.04161710000016683,0.0006921696696226366,0.04140244800009441,21,0.004466847773286468,0.0071468999999524385,0.001341056291745579,-37.90420150756836,-0.6542143821716309,0.02160804532468319,-2.8293986320495605,
39997,86,39997,1727.202576160431,40255,0.014913338679036728,248,86,0,0.005015621596436587,0.01764976605772972,0.0,168.872,0.022357000809711005,0.031137200000102894,0.0036741001680792207,0.04005037813764741,0.04269120000003568,0.0007503825979558457,0.041835656000021114,22,0.004702723076912029,0.006967400000121415,0.0014069016252917892,,,,,
40244,87,40244,1738.5347979068756,40505,0.014560084536736606,248,87,0,0.004894087202985482,0.01565704122185707,0.0,168.872,0.021897833198379534,0.030716099999835933,0.003472182345279433,0.04003768137652253,0.04170520000002398,0.0006827981813742999,0.04133337800007211,20,0.004548928744937069,0.006851899999901434,0.0012415442144560467,,,,,
40491,88,40491,1749.8683815002441,40755,0.015785671632551096,248,88,0,0.0053045307808309685,0.01948406733572483,0.0,168.872,0.02213075587043954,0.029323099999828628,0.0034975733186081433,0.04003778056680545,0.04293379999990066,0.0008001436183610365,0.04188648799996827,21,0.004663760323888997,0.007045800000014424,0.0013636239530752385,,,,,
40738,89,40738,1761.2003104686737,41005,0.014523332120696352,248,89,0,0.004880234741581409,0.020175078883767128,0.0,168.872,0.021814569230775252,0.029477599999836457,0.003467666628642263,0.04004992469635761,0.04197980000003554,0.0007561951285160959,0.04160246600006303,30,0.004473535627539604,0.006894999999985885,0.0013039313741073327,,,,,
40985,90,40985,1772.5321691036224,41255,0.017952961319936185,248,90,0,0.0060332948698722305,0.01851963810622692,0.0,168.872,0.022435048582987817,0.031213100000059057,0.003602998740186773,0.04003604534412663,0.04244599999992715,0.0007629912616778524,0.04176112199999806,29,0.004832876518218327,0.007444299999860959,0.0013205201188873608,,,,,
41232,91,41232,1783.857295036316,41505,0.013537846267525912,248,91,0,0.00455088267200711,0.0163621436804533,0.0,168.872,0.022138482591089664,0.02884819999985666,0.0034542798098206756,0.04005466680161759,0.04222650000019712,0.0007996721124834754,0.04179290799998853,30,0.004578715384621334,0.0073996000000988715,0.0012464165556901848,,,,,
41479,92,41479,1795.163385629654,41755,0.014974633520059377,248,92,0,0.005032879058431248,0.021063227206468582,0.0,168.872,0.02213175101214415,0.02937059999999292,0.0036417981054349255,0.040043006477738896,0.04164460000015424,0.0006538764533363735,0.04152725800000553,17,0.004691470040490996,0.007076400000187277,0.0012477632634500576,,,,,
41726,93,41726,1806.494172334671,42005,0.014966716280625018,248,93,0,0.005029926550436827,0.01585766114294529,0.0,168.872,0.022228236032389524,0.03245280000010098,0.0036347035310849785,0.04004122064777574,0.0419901000000209,0.0007368786136032142,0.04178615399998307,26,0.00451638947368205,0.00753179999992426,0.001316665400203524,,,,,
41973,94,41973,1817.8200767040253,42255,0.013676165401557527,248,94,0,0.00459717571562402,0.015901632606983185,0.0,168.872,0.022724049797569996,0.03696559999980309,0.004526000491777949,0.04004154372470288,0.048917900000105874,0.001667190345040644,0.0458249280000291,25,0.0050700028340081105,0.011185399999931178,0.0016967838453995235,,,,,
42221,95,42221,1829.1800231933594,42506,57.99211640749649,249,95,0,22.692197112398816,41.22671127319336,0.0,168.872,0.018226594758059014,0.029847099999869897,0.004762102220136769,0.04003079475806669,0.042490399999906,0.0007478126116166731,0.04166154800004733,24,0.004607296370971147,0.0093590999999833,0.0017672909835186057,,,,,
43786,96,43786,1893.3381009101868,44074,769.0683289788419,1566,96,0,43.972029443790255,68.16848754882812,0.0,168.872,0.018205199616612884,0.03353829999991831,0.003798255108712067,0.04004100217252635,0.043007600000009916,0.0007250206685316031,0.041608472000098116,149,0.0043907414696496005,0.008884099999932005,0.0014980148109723728,,,,,
44569,97,44569,1926.1578061580658,44860,390.95121960397404,784,97,0,45.10875691966512,60.139427185058594,0.0,168.872,0.017515377650064782,0.030105000000048676,0.0035144473884851242,0.040044568710085555,0.04268000000001848,0.0006913674560691837,0.04151134999988699,70,0.004197821711365007,0.010196999999834588,0.001495053941543057,,,,,
44693,98,44693,1932.5660774707794,44987,12.623655170400106,125,98,0,9.541664513818919,14.875542640686035,0.0,168.872,0.017201611290308772,0.02755329999990863,0.0030483025199073404,0.040048876612911136,0.0417594000000463,0.0006720029787285632,0.041658458999986575,10,0.004226739516123842,0.007055500000205939,0.0015319666501689125,,,,,
44769,99,44769,1937.0111079216003,45066,1.8090143237733387,77,99,0,2.1254817182122574,5.287802696228027,0.0,168.872,0.017321503947369508,0.02499879999982113,0.00311763012771049,0.040017298684209605,0.04118629999993573,0.0006442575072480197,0.04114797499988754,7,0.004496689473656165,0.007473200000049474,0.0014967659947464932,,,,,
45178,100,45178,1954.8498089313507,45478,12.473235681388381,410,100,0,2.9805125200944573,15.507590293884277,0.0,168.872,0.01770819193153943,0.02860950000012963,0.0033994181556249153,0.04003821662591526,0.043918300000086674,0.0007749303183651056,0.042098888000155064,40,0.00424849168703499,0.007908100000122431,0.0014057961202228518,,,,,
48299,101,48299,2081.3979382514954,48602,1619.2068160250246,3122,101,0,45.46271882324929,68.69196319580078,0.0,168.872,0.018982031656518118,0.1517461999999341,0.004648994566569709,0.04003567789170135,0.15745630000014899,0.0023727844021030615,0.04171420000006947,290,0.004436065107335627,0.01614489999997204,0.0014733656934605892,,,,,879.896
48546,102,48546,2092.716033220291,48852,0.221175132408939,248,102,0,0.07445923898804692,0.6413037776947021,0.0,879.896,0.01853155384614651,0.029293300000063027,0.003531013057307627,0.04006085020244442,0.041494800000236864,0.0006209261366572551,0.041359076000144344,23,0.0042399408906809545,0.007543600000190054,0.0014243903133004004,,,,,
48793,103,48793,2104.054525375366,49102,0.17523269757585674,248,103,0,0.05908773283637504,0.2643979489803314,0.0,879.896,0.01787773846156041,0.031078399999842077,0.003646302336745807,0.04004153684210633,0.04239980000011201,0.0007617309422084101,0.04167308000024605,27,0.004101709716596741,0.00804409999955169,0.0014448960586286499,,,,,
49206,104,49206,2122.0446586608887,49518,13.0776951337503,414,104,0,3.2669167486539648,14.658018112182617,0.0,879.896,0.017663892251819004,0.02978800000028059,0.0033398196611280906,0.04004584552058077,0.04271120000021256,0.00069519724145326,0.04154899599992859,29,0.004117476029041956,0.008048099999996339,0.0013256567217572765,,,,,
49967,105,49967,2153.9901683330536,50282,347.1611050028114,762,105,0,39.70465031658389,67.23435974121094,0.0,879.896,0.017353107884375107,0.03136979999999312,0.0031906092584772635,0.040043878186584635,0.04267540000000736,0.000708846166791306,0.041526079999766805,84,0.004042251248362383,0.006907099999807542,0.0012955320816259736,,,,,
52297,106,52297,2248.9142351150513,52615,1239.1388715433084,2331,106,0,47.07502985107966,68.72552490234375,0.0,879.896,0.01801719077253309,0.03165369999987888,0.0034049238090534807,0.04006563695279257,0.10023350000028586,0.001449726522113927,0.04163800699967396,234,0.004272780944204432,0.00819309999997131,0.0013360539278655468,,,,,
52350,107,52350,2252.448603630066,52671,1.537083596573734,54,107,0,2.529320066204053,6.132992267608643,0.0,879.896,0.01921964905662053,0.026532700000188925,0.0028852543573229515,0.04005875849059452,0.04179310000017722,0.0007833602083183033,0.04162669999988793,6,0.004063603773580703,0.007229499999994005,0.001357760658348909,-37.892337799072266,0.40776753425598145,0.02086183801293373,-3.105367660522461,
52448,108,52448,2257.7867159843445,52772,1.547189112081008,99,108,0,1.3912871056048182,3.9453461170196533,0.0,879.896,0.018796856122472325,0.025842699999884644,0.0032575129428253054,0.04005270204080187,0.04142969999975321,0.0007700163161772739,0.04141039700009969,15,0.004583845918358172,0.00688289999970948,0.001336420753738782,,,,,
52721,109,52721,2270.161390066147,53048,31.991481495553376,274,109,0,11.390366148447065,18.4414005279541,0.0,879.896,0.018991061538453168,0.030055600000196137,0.0038148368708917383,0.040037894871809025,0.0417766999999003,0.0008630719571536826,0.04168449199989482,38,0.004444453846140327,0.008028799999920011,0.0015323196626084996,,,,,
54505,110,54505,2343.1158611774445,54835,863.8294706517502,1785,110,0,42.38079675795466,68.37814331054688,0.0,879.896,0.01769741844170838,0.031383999999889056,0.0033436494145174674,0.04003698744394586,0.042953899999702116,0.0007690180208798483,0.04159280600013972,186,0.00413714646861249,0.008543399999780377,0.0012557114025799824,,,,,
55851,111,55851,2398.495707511902,56184,738.6603134846179,1347,111,0,50.470592992777476,72.28492736816406,0.0,879.896,0.01734354933136102,0.027933800000027986,0.0030553746622530653,0.04003034383358519,0.04547260000026654,0.0007711860083804966,0.04155192500002158,134,0.004113830832090164,0.007242600000154198,0.0013198211834248056,,,,,
57608,112,57608,2470.374592065811,57944,855.6665255044047,1758,112,0,42.77150655242448,70.1613998413086,0.0,879.896,0.017477704268640912,0.02902639999956591,0.0030807296524336335,0.040031924359707136,0.04230210000014267,0.0007461986068744266,0.0414398160001474,177,0.004117117074559504,0.0072093000003405905,0.0012351070671091603,,,,,
58968,113,58968,2526.326094388962,59307,761.5380562426824,1361,113,0,50.40147358650399,69.94658660888672,0.0,879.896,0.017656104779410285,0.0278187999997499,0.003239540765585494,0.04004115654411983,0.04224249999970198,0.0007614617412896545,0.04158597900011955,149,0.0041670762499971745,0.007452399999692716,0.001288910587936072,,,,,
59373,114,59373,2543.971207857132,59715,8.629788104569359,406,114,0,2.1258402244133987,11.640488624572754,0.0,879.896,0.017895603703710763,0.02795190000006187,0.0033376498997218407,0.04003364148148076,0.04259539999975459,0.000812488180020995,0.04171823600001517,43,0.003978420740751949,0.006793500000185304,0.0012624375028502004,,,,,
62358,115,62358,2665.0763034820557,62703,1588.4491718029753,2986,115,0,47.505562057772245,69.67549896240234,0.0,879.896,0.01741404040201196,0.15351669999972728,0.0039519070134863155,0.040037480804019705,0.16169870000021547,0.002490367662914938,0.041531575999997586,294,0.004163850284754088,0.007395000000087748,0.001262588353546396,,,,,584.035
63209,116,63209,2700.607971906662,63557,366.8935292955662,852,116,0,37.52435352960891,67.41706085205078,0.0,584.035,0.01747274712103475,0.029878899999857822,0.003170314751441192,0.040033618213871656,0.04351100000030783,0.0007871698537052932,0.041576800000029834,92,0.0042095041128026554,0.007033800000044721,0.0012850561543095436,,,,,
64837,117,64837,2767.314076423645,65188,853.3554819526414,1629,117,0,46.098286519943066,69.5467529296875,0.0,584.035,0.01789560638820621,0.031125800000154413,0.003321555050612816,0.040038620331690165,0.04220720000012079,0.0007943702276906479,0.04163061699996888,195,0.004288992506143602,0.007314800000131072,0.0012706043122727361,,,,,
65603,118,65603,2799.4625124931335,65957,390.856916012675,767,118,0,50.67822745322469,71.5771255493164,0.0,584.035,0.017213766187985292,0.02727869999989707,0.003018906840792358,0.040046162924286616,0.042310400000133086,0.0007401838457676429,0.04144212499998048,84,0.004152125979114694,0.006863000000066677,0.001327356134238461,,,,,
68606,119,68606,2921.313534259796,68963,1613.0628094720319,3004,119,0,46.99372635037885,68.21769714355469,0.0,584.035,0.01753430256410713,0.02852549999988696,0.0031229676887329265,0.04003405890775565,0.04276209999989078,0.0007536519902379085,0.041561708000044745,301,0.004166338961038262,0.007181800000125804,0.001270618801424139,,,,,254.296
71568,120,71568,3041.5167117118835,71928,1589.3540016089507,2963,120,0,47.136332199229514,69.87979125976562,0.0,254.296,0.017270620729233282,0.028654400000050373,0.00303451222094773,0.04004102977717469,0.04293289999986882,0.0007562028149207286,0.041643946000240246,286,0.004137023295070868,0.0073818000000756,0.0012493927468530553,,,,,125.321
71671,121,71671,3047.054197072983,72034,3.982235758202083,104,121,0,3.4967667538674925,9.380431175231934,0.0,125.321,0.01838298252425057,0.02620569999999134,0.0035306030422615083,0.04003429805826952,0.041599800000312825,0.0007081461133272195,0.04140687999978582,7,0.004643075728178427,0.006755100000191305,0.0011300261427775644,,,,,
71753,122,71753,3051.777402639389,72119,5.460575351702105,83,122,0,5.84405123867678,11.027502059936523,0.0,125.321,0.01703011951220039,0.026594000000386586,0.003050705942426821,0.04004821707315209,0.04222420000041893,0.0008307220282920052,0.04194142899987128,9,0.004126170731696242,0.0067558000000644824,0.0013592163036622378,,,,,
74334,123,74334,3156.668136358261,74703,1257.4917909171659,2582,123,0,42.77065019243387,69.65758514404297,0.0,125.321,0.017719046648585136,0.3403355999998894,0.007557588045798248,0.04003695397132803,0.34806890000027124,0.006726981664363985,0.04168771999984529,273,0.004209658814413239,0.007809000000179367,0.0012479595247438927,,,,,
75074,124,75074,3187.7333092689514,75446,405.04259006842364,741,124,0,48.24747768430496,68.38953399658203,0.0,125.321,0.01714949918918186,0.02891730000010284,0.0029874784443516124,0.040035144459449,0.042031800000131625,0.0007498391482141964,0.04161391900010585,72,0.004193207162165891,0.006815799999912997,0.0012945539990085466,,,,,
78068,125,78068,3309.1855726242065,78443,1645.5706366012607,2995,125,0,48.03475143296468,69.66304016113281,0.0,125.321,0.017340762191048676,0.02830020000010336,0.0031441055491537163,0.040034033299933464,0.043544200000269484,0.0007672700957382115,0.04167072000006101,303,0.0041916620574430135,0.007333900000048743,0.0012683391731959364,,,,,264.746
81069,126,81069,3430.9328570365906,81447,1632.4932549623568,3002,126,0,47.9164519004685,70.18773651123047,0.0,264.746,0.017264698133959023,0.02867710000009538,0.0030998727966266887,0.040035692669114796,0.04287999999996828,0.0007752710818490528,0.04156319999992775,339,0.004104444085305098,0.007167900000240479,0.001270484868362065,,,,,120.742
83922,127,83922,3546.743364095688,84303,1591.9472311112709,2854,127,0,48.73860521657275,70.4273910522461,0.0,121.056,0.017501543498079915,0.030986200000370445,0.003142915172109303,0.040032639221873424,0.043123600000399165,0.0007568901161680629,0.041600508000119586,266,0.004216249631962297,0.007441799999924115,0.0012657500303764637,,,,,120.742
87090,128,87090,3675.19553565979,87474,1646.7240959150517,3169,128,0,46.056982204585516,69.96142578125,0.0,121.056,0.017532321496209036,0.1568566999999348,0.004080293171808542,0.04003835871211814,0.16466719999971247,0.0024546218284295183,0.0415987189999214,347,0.004143579324502263,0.007456600000296021,0.0013068875878948292,-51.37322998046875,-0.3363261818885803,0.01535713393241167,-2.919464588165283,125.158
87514,129,87514,3693.611476659775,87901,9.591870059380415,425,129,0,2.0223429001068784,9.009634017944336,0.0,125.158,0.017675770283016656,0.029425199999877805,0.0034109106476747607,0.04004634292452984,0.042636399999992136,0.0008101577821646133,0.0417582019999918,45,0.004107135849052748,0.007161900000028254,0.0012852848485410168,,,,,
88328,130,88328,3727.6770889759064,88718,360.0938220294507,815,130,0,38.41818828883322,66.62899780273438,0.0,125.158,0.017247117444710976,0.025963000000047032,0.0028479127266423086,0.04005114766584687,0.041895800000020245,0.0007635469320864665,0.04174759400008952,79,0.0041215196560209135,0.007633800000348856,0.001262780060569811,,,,,
90708,131,90708,3824.555425643921,91101,1285.6633276843645,2381,131,0,47.653408618341324,69.8028793334961,0.0,125.158,0.01768803474790141,0.028586099999756698,0.0031177440455910205,0.040039727521002724,0.043360199999824545,0.0007550421217616136,0.04153701500006264,214,0.004191357352946772,0.007235199999740871,0.001287408867428567,,,,,
93775,132,93775,3948.9494531154633,94171,1634.6821273618357,3068,132,0,46.59341837561624,68.4672622680664,0.0,125.158,0.017560629279423094,0.02879849999999351,0.0031596974261757266,0.04003768979458449,0.04397659999995085,0.0007598169273244837,0.04156974000005903,289,0.004136405021199014,0.006997899999987567,0.0012680861722083134,,,,,269.078
94558,133,94558,3981.766974925995,94957,358.21466762581053,784,133,0,40.020270971586534,68.01087188720703,0.0,269.078,0.01790759591314705,0.02876120000019,0.003310732361001831,0.04003155721583069,0.04205870000032519,0.0007743636071146192,0.041562477999932526,88,0.004152470114938458,0.007575099999939994,0.0013330148841129846,,,,,
95632,134,95632,4026.251303434372,96034,535.6621178798425,1075,134,0,43.816936060386425,68.97100067138672,0.0,269.078,0.017284520111731667,0.027397999999720923,0.0030905039206966093,0.040039660893858235,0.04260249999970256,0.0007571919104725876,0.041511459000043945,118,0.004150156424581111,0.007454099999904429,0.0012774194425559987,,,,,
97030,135,97030,4083.751571416855,97435,737.6571105380965,1399,135,0,47.092209259961706,67.74591064453125,0.0,269.078,0.01780092188841431,0.028209899999637855,0.003167186496031756,0.040054737267529436,0.042919500000152766,0.0007620831715384783,0.04166312500010917,142,0.004180398354790965,0.007496299999729672,0.001318155895589354,-50.369544982910156,0.7583444714546204,0.014999978244304657,-3.1805691719055176,
97789,136,97789,4115.646330118179,98197,361.41289230522483,760,136,0,41.389610443240045,66.81139373779297,0.0,269.078,0.017510191699599494,0.1451747000000978,0.005566696102537515,0.04006952727270204,0.1521125999997821,0.00452715853358897,0.04169725400010065,84,0.004106404611342781,0.006827600000178791,0.0012542320396699185,,,,,
99851,137,99851,4199.736163139343,100262,1140.7515140190549,2063,137,0,48.52503353570768,70.28158569335938,0.0,269.078,0.01758754054318071,0.028312400000686466,0.00311791106977222,0.04004334675072669,0.04308020000007673,0.0007710636267057318,0.04169450600017626,210,0.004166425800189868,0.007062300000143296,0.0012700544842586012,,,,,
100165,138,100165,4213.772551774979,100579,112.00366249876943,315,138,0,31.14429328472738,45.71039581298828,0.0,269.078,0.01743402038215834,0.027663700000630342,0.003119100349561566,0.040047581210158216,0.04222779999963677,0.0006951071704012249,0.041505339999566786,29,0.004178911464976316,0.007683599999836588,0.0013369507016326198,,,,,
100254,139,100254,4218.761394500732,100671,6.076594764966137,90,139,0,6.11728436661522,11.754291534423828,0.0,269.078,0.017550579775304234,0.027709500000128173,0.002949769787834712,0.04007038764042121,0.0412757000003694,0.0006464201131405103,0.04123829999971349,5,0.004247849438164276,0.006416000000172062,0.0011729946527175574,,,,,
101095,140,101095,4253.9236006736755,101515,372.52277492135477,842,140,0,38.97775844923766,67.05755615234375,0.0,269.078,0.01757820416169211,0.027418200000283832,0.0029980912969711344,0.040048534601669496,0.04393179999988206,0.0006946421976987813,0.041564020000078014,53,0.004048416765765802,0.007082200000695593,0.0012819118117058709,,,,,
103348,141,103348,4345.65011048317,103771,1268.0605084352203,2254,141,0,49.87767697188457,71.77426147460938,0.0,269.078,0.017688331824228104,0.029391299999588227,0.0032511783157283466,0.04004170173101069,0.04305519999979879,0.0007436741333825996,0.04150413199982722,224,0.004174206480246718,0.007418700000016543,0.0013262338328524543,,,,,
104063,142,104063,4375.7817969322205,104489,350.854833244406,716,142,0,42.54309052468526,67.16704559326172,0.0,269.078,0.017313205594418703,0.027130100000249513,0.003000072820306935,0.040065482097910256,0.056000000000494765,0.0009614795692636433,0.04163639399952444,72,0.004126506992999655,0.00682169999981852,0.0012778529626973434,,,,,
106298,143,106298,4466.870593070984,106727,1285.9802334593903,2236,143,0,50.69818941231057,71.70782470703125,0.0,269.078,0.01757587548098604,0.027575399999477668,0.003106185816486142,0.04005354111857017,0.07555559999946126,0.0010547229177367567,0.041614997999749895,203,0.004172343982118972,0.006826700000601704,0.0012480464589696557,,,,,
107007,144,107007,4496.739120960236,107439,347.815816567329,710,144,0,42.643731143748106,66.9867172241211,0.0,269.078,0.01733841466854957,0.02722730000004958,0.0029278057343943373,0.04003475599434412,0.04245809999974881,0.0006854389657192328,0.04157082000001537,39,0.004083688011277726,0.006911500000569504,0.0012338597208651888,,,,,
109255,145,109255,4588.305899381638,109690,1283.3835507146819,2249,145,0,50.46285121861264,72.47188568115234,0.0,269.078,0.017424653158359497,0.028042299999469833,0.00308132816383193,0.04004037344306493,0.042692799999713316,0.0006728547649326914,0.041440159999792746,132,0.004181032250894403,0.006887499999720603,0.0012860283333218092,,,,,
112276,146,112276,4710.8680963516235,112714,1638.3000253169826,3022,146,0,47.61457681072586,70.2191390991211,0.0,269.078,0.0176984890433668,0.1639538999997967,0.004157394554206873,0.040036858854680966,0.16981560000022,0.002582638603081516,0.0414050600002156,150,0.004206556140355894,0.012930599999890546,0.0012765579402474788,,,,,763.184
112456,147,112456,4719.508657693863,112897,22.171328332753916,181,147,0,12.130809700618837,20.051006317138672,0.0,763.184,0.017810753888887927,0.027455899999949906,0.003095062459885254,0.04003418000000541,0.041324799999529205,0.0006238637840452898,0.04124968799981616,10,0.004143338333334315,0.006776900000659225,0.001272522218370673,,,,,
113102,148,113102,4746.838912010193,113546,325.58935582154254,647,148,0,43.9598353019321,66.0828857421875,0.0,763.184,0.017102138544901307,0.026591300000291085,0.003044751932172632,0.04003330650154226,0.042214800000692776,0.0007513034100115917,0.04173786499973175,57,0.004110461145506808,0.007254399999510497,0.001259923385181311,,,,,
115326,149,115326,4837.465987443924,115773,1246.2664048393497,2225,149,0,49.45446010011719,71.85428619384766,0.0,763.184,0.017826147661884346,0.027955300000030547,0.003251285068775456,0.0400403511241097,0.04276099999970029,0.0006784882441493283,0.04144629599988548,145,0.0041369814298598435,0.007892599999649974,0.0012877873099085932,,,,,
118324,150,118324,4959.127066850662,118774,1647.0201267839109,2999,150,0,48.10034688819736,71.85842895507812,0.0,763.184,0.017547552801861554,0.02973500000007334,0.0031090284943860545,0.04003710620412824,0.04304390000015701,0.0006737601500155801,0.04139544800001205,177,0.0041467200800420195,0.007051299999147886,0.0012878866659833065,,,,,253.735
121374,151,121374,5082.882251024246,121827,1663.7241176723144,3051,151,0,47.78412644835245,72.29466247558594,0.0,253.735,0.01747922554098489,0.02940799999942101,0.0030974923143868498,0.040044004950820535,0.0581796000005852,0.0008343128907403496,0.041573812999777145,221,0.004136221868858065,0.00783549999960087,0.0013150744359156927,,,,,121.821
124313,152,124313,5202.190754413605,124769,1636.3050189055048,2940,152,0,48.932318596516815,71.84317779541016,0.0,121.821,0.01771123667913622,0.17127179999988584,0.004212877451920988,0.04005263184757027,0.176428599999781,0.0027957705665389945,0.04158161599956656,168,0.00417976315073073,0.0076810000000477885,0.0012705168011555139,,,,,118.961
127221,153,127221,5320.214302778244,127680,1650.4744543881611,2909,153,0,49.4298159845641,72.5758056640625,0.0,118.961,0.01750888889272701,0.02832219999982044,0.003109754094417199,0.04004078995872372,0.06676770000012766,0.000905377334036161,0.041435647999724094,176,0.0041413604195413185,0.00741699999980483,0.0012779292707221365,,,,,118.029
130134,154,130134,5438.469193696976,130596,1649.894553539021,2914,154,0,49.34553669646292,71.88038635253906,0.0,118.052,0.01760967476827633,0.02933050000046933,0.003165425045223652,0.040049426673544136,0.07670689999940805,0.0010022208800414352,0.04154899999957706,171,0.004102436560253548,0.007659599999897182,0.0013271830116100395,,,,,118.029
133036,155,133036,5556.229343891144,133501,1654.5487982490874,2903,155,0,49.4726439801639,71.3252944946289,0.0,118.052,0.01778109383184203,0.028241399999387795,0.0032499012643985373,0.040036420537546316,0.05541760000050999,0.0007806335951956139,0.04148858999972617,179,0.004191290075802576,0.00742530000024999,0.0012783614607627463,,,,,118.442
135977,156,135977,5675.7635889053345,136445,1657.6171912054715,2942,156,0,48.86773736801781,70.3279800415039,0.0,118.442,0.017447235158112046,0.02855679999993299,0.0031218546771331953,0.04004071771506318,0.04338060000009136,0.0006747809850544356,0.041451699999743144,165,0.004129415402924229,0.007767400000375346,0.0012870529966236607,,,,,117.794
138901,157,138901,5794.418003797531,139372,1652.5754357315554,2925,157,0,49.17776017318603,69.94365692138672,0.0,117.794,0.017532147537629064,0.027758900000662834,0.0031931823727841357,0.04003366935704788,0.046316200000546814,0.0006853771013890447,0.041457223999805136,165,0.004151714295486246,0.007765899999867543,0.0012869090451409714,,,,,119.707
141821,158,141821,5912.94925236702,142295,1657.73908086849,2921,158,0,49.26411023289218,71.05274200439453,0.0,119.707,0.017743415787659204,0.02946330000031594,0.003228894442408672,0.04004625068492958,0.04271710000011808,0.0006703736419283825,0.04142669200061391,213,0.004199561027391224,0.008820600000035483,0.0012861463312329338,,,,,118.787
144743,159,144743,6031.551973581314,145220,1659.817385437409,2923,159,0,49.19599401194013,71.21102905273438,0.0,118.787,0.017804120773449044,0.030149700000038138,0.0032207768414958373,0.040035951711158854,0.04276850000042032,0.0006841243782670026,0.04152569100006076,192,0.004158195722112215,0.007504299999709474,0.0012840654306839564,,,,,118.654
147653,160,147653,6149.667108774185,148133,1658.7144042266013,2911,160,0,49.47727902769023,71.52959442138672,0.0,118.654,0.01758459477663489,0.02922359999956825,0.003089308731370082,0.04004089323024442,0.04253259999950387,0.00066975666466219,0.04150901700027134,168,0.004119863505153556,0.0072689999997237464,0.00127669591859158,,,,,118.121
150498,161,150498,6265.1577434539795,150981,1652.3119340373291,2846,161,0,50.29347384350598,72.80113220214844,0.0,118.121,0.017817869595773788,0.15712709999934305,0.00408240108022841,0.040038657891039664,0.16329359999963344,0.00254390703004218,0.04148639600003662,180,0.004140268822494013,0.007385699999758799,0.0013014604017809676,,,,,115.612
153397,162,153397,6382.784015893936,153883,1661.6257809323076,2900,162,0,49.622805641226165,70.62464904785156,0.0,117.356,0.01740709768885286,0.028004900000269117,0.003086669834686346,0.040028483821996634,0.04249750000053609,0.0006670625602600819,0.04134039599961398,164,0.004167708796132731,0.007669099999475293,0.001320452032422443,,,,,115.612
156354,163,156354,6502.790379524231,156843,1656.3950438520142,2958,163,0,48.64498464708657,70.28998565673828,0.0,117.356,0.017859037436608816,0.07032609999987471,0.00473528608938831,0.04004201768684157,0.1190388000004532,0.0025178756185681903,0.0430034319996048,226,0.00445274027730146,0.046634399999675225,0.0022785216685037133,,,,,117.763
159199,164,159199,6618.291935443878,159691,1655.39171961904,2846,164,0,50.26792089667204,71.41341400146484,0.0,117.763,0.01740961507908676,0.05380379999951401,0.005518071497064872,0.04004017824252559,0.06305330000031972,0.0016139740605140816,0.04446940400004676,210,0.004669777293497765,0.023629400000572787,0.0023834567738449273,,,,,118.27
162081,165,162081,6735.28933596611,162576,1662.3700800620495,2883,165,0,49.90547175754046,72.73284912109375,0.0,118.27,0.015950972345592736,0.18223159999979543,0.005481621129582099,0.04004199222763065,0.19540589999996882,0.003841790796328385,0.0414895210000941,165,0.004437052532944408,0.02852219999931549,0.0018881496258460423,,,,,116.979
165172,166,165172,6860.701869249344,165670,1633.4128857532828,3092,166,0,46.45104308798431,73.15264892578125,0.0,116.979,0.019613952895508827,0.04981820000011794,0.005753709126268243,0.04005105897766929,0.05772070000057283,0.001941776053206705,0.04741241999954582,305,0.005353601423496093,0.027766500000325323,0.002363727675685295,,,,,125.806
167429,167,167429,6952.650229215622,167930,1230.9360597617183,2258,167,0,47.45156626909455,70.67185974121094,0.0,125.806,0.020211221577316,0.057018299999981537,0.005790668849889957,0.04004936592823528,0.06669380000039382,0.0025682379157921024,0.05092323199998646,228,0.005349098227737626,0.032906200000070385,0.0025403762101322527,,,,,
168145,168,168145,6982.801442861557,168649,423.1041899691394,717,168,0,51.218259405903744,71.14412689208984,0.0,125.806,0.019587696368715664,0.056597799999508425,0.0053609597656152815,0.04004761438548043,0.06079860000045301,0.0015651071389367742,0.04304937500014603,74,0.004911541480457381,0.015472000000045227,0.0021068204212462915,,,,,
171012,169,171012,7099.180850744247,171519,1668.1819555429402,2868,169,0,50.14884624991693,72.7655258178711,0.0,125.806,0.020540785001733973,0.05274620000000141,0.005799191950296532,0.04004851276595627,0.06216709999989689,0.0018987890740521762,0.04659184799967989,274,0.00528615085456403,0.027197200000045996,0.002355600013976239,,,,,238.2
173871,170,173871,7215.2778470516205,174381,1664.7009499969922,2860,170,0,50.230182071241074,70.94807434082031,0.0,238.2,0.01911982948583677,0.16948059999958787,0.006449299258933473,0.040045659531319215,0.17591209999955026,0.0035062354799917706,0.04723443400012914,288,0.004959988142721468,0.04110769999988406,0.0026960112434426062,,,,,115.762
