ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0,LapNo_1,LapNo_2,LapNo_3,LapNo_4,LapNo_5
418,1394,157176,0,760.6856230711101,48.296680527782065,67.06877136230469,0.0,0.0,,,,,
419,414,157592,0,32.97620243879905,7.505765539731288,19.4386043548584,0.0,0.0,,,,,
420,160,157754,0,18.359712151704624,11.099270872300258,20.50880241394043,0.0,0.0,,,,,
421,669,158425,0,321.478100355783,43.83103960005767,64.16596984863281,0.0,0.0,,,,,
422,428,158855,0,19.635722704757345,5.425987740080732,25.66600799560547,0.0,0.0,,,,,
423,328,159185,0,3.6781178126095067,1.220415936095112,10.762910842895508,0.0,0.0,,,,,
424,332,159519,0,4.228147678477153,1.393118778148898,11.643780708312988,0.0,0.0,,,,,
425,336,159857,0,4.390541051932354,1.4288005681152018,11.381449699401855,0.0,0.0,,,,,
426,336,160195,0,3.9493667838441064,1.25720776234162,10.857553482055664,0.0,0.0,,,,,
427,392,160589,0,6.478569139442211,2.0516140056133736,13.250767707824707,0.0,0.0,,,,,
428,352,160943,0,4.803848610115668,1.4530492263201351,10.343817710876465,0.0,0.0,,,,,
429,355,161300,0,4.603075221269869,1.301057709376967,8.854312896728516,0.0,0.0,,,,,
430,373,161675,0,5.168882347184457,1.3758105020285034,9.050763130187988,0.0,0.0,,,,,
431,500,162177,0,149.48157805746774,27.805761835670566,40.7164421081543,0.0,0.0,,,,,
432,2186,164365,0,1058.692671331093,42.62583089483361,67.17691040039062,0.0,0.0,,,,,
433,770,165137,0,349.0730328852859,39.69868027458388,67.06197357177734,0.0,0.0,,,,,
434,496,165635,0,22.533668064000935,5.802361900924757,26.034690856933594,0.0,0.0,,,,,
435,573,166210,0,22.016285954996214,3.6504227446339255,12.43127727508545,0.0,0.0,,,,,
436,248,166460,0,0.015419057755696516,0.0051829026158356425,0.017472829669713974,0.0,0.0,,,,,
437,248,166710,0,0.016889127603404417,0.005676789821013846,0.02085423655807972,0.0,0.0,,,,,
