step,episode,buffer_size,total_time,total_steps,ep_reward,ep_steps,ep_count,packages_lost,speed_mean,speed_max,BestLap,LapNo_0,update_model_perf_mean,update_model_perf_max,update_model_perf_std,step_perf_mean,step_perf_max,step_perf_std,step_perf_q99,step_perf_> thres,action_perf_mean,action_perf_max,action_perf_std,policy_loss,entropy_loss,alpha,entropy,LapNo_1
15543,29,15543,670.5011727809906,15630,345.48654239517316,683,29,0,45.19999743507129,63.77521514892578,0.0,0.0,0.009565042815249206,0.021499500000004446,0.0022884665010277443,0.04002499882698039,0.04245370000001003,0.0006009867166398772,0.04130370699994614,26,0.0024122296187684814,0.008119200000010096,0.000592109880922539,,,,,
16272,30,16272,701.1218230724335,16362,382.3813604560145,730,30,0,47.2283381742706,66.59297180175781,0.0,0.0,0.009833111248287544,0.017139700000029734,0.0024767583321011664,0.04003343511659836,0.04183510000007118,0.0005802487425316246,0.04121404800000164,30,0.0024622283950612492,0.007945299999960298,0.0005534447410065138,,,,,
16344,31,16344,705.4216909408569,16437,2.902872625705572,73,31,0,4.779993381982746,9.600054740905762,0.0,0.0,0.009510894444443037,0.015297200000077282,0.0024062959312173577,0.040008352777773676,0.04122219999999288,0.0005692396473377986,0.04122198699998535,2,0.002405204166661987,0.003856700000028468,0.0005132222335021001,,,,,
16416,32,16416,709.7029130458832,16512,3.830772055158649,73,32,0,6.239531229878457,14.367735862731934,0.0,0.0,0.010212031944437032,0.023532899999963774,0.002913843357145077,0.040007298611120255,0.04130970000005618,0.000736052986189032,0.04124494800002594,8,0.0025541972222195377,0.0038198000000875254,0.0005277254086515314,,,,,
16713,33,16713,723.0057356357574,16812,1.1126252143564037,298,33,0,0.32314526822186806,3.7210898399353027,0.0,0.0,0.010466255892263517,0.022918800000070405,0.002683333953692516,0.04003825757575571,0.04187179999996715,0.0007034564160195476,0.041483088000049975,27,0.00262303535354207,0.015238100000033228,0.0008757558939117645,,,,,
16927,34,16927,733.0103542804718,17029,23.09741641451129,215,34,0,10.896693655323281,16.616771697998047,0.0,0.0,0.009381719626165708,0.025063599999953112,0.0024690379640091267,0.040033186915889335,0.0418233999999984,0.000676923732243047,0.04138774800001443,15,0.0023864724299028028,0.0046649999999317515,0.0004672800005491216,,,,,
17053,35,17053,739.4619889259338,17158,11.127186220342525,127,35,0,8.948865984392345,15.929338455200195,0.0,0.0,0.009479191269836715,0.022259500000018306,0.002604233970450768,0.040025938095241256,0.04159519999996064,0.0006831460105452119,0.041440499999964686,11,0.0022486436507941267,0.0038447999999107196,0.0005985421965280144,,,,,
17707,36,17707,767.0925216674805,17815,299.0120940170971,655,36,0,41.50666800151963,60.10158157348633,0.0,0.0,0.009466070642202859,0.017475900000022193,0.0022317590079707073,0.040019045259937845,0.041837399999963054,0.0006160001866146974,0.04127097100000015,32,0.0023692159021378623,0.01697269999999662,0.0008064154238364545,,,,,
17885,37,17885,775.6466863155365,17996,20.836238972943956,179,37,0,11.122633539591577,26.823368072509766,0.0,0.0,0.009125366292133303,0.014676199999939854,0.001945183219142066,0.04004624887640406,0.04146959999991395,0.0006245232301269544,0.041138159999901516,15,0.002309780898873454,0.00851629999999659,0.000589189744885954,,,,,
18529,38,18529,802.8607168197632,18643,235.70354208894457,645,38,0,32.963642745552036,45.48191452026367,0.0,0.0,0.009326981521740482,0.02510789999996632,0.0020688440185212213,0.0400081652173897,0.04155019999996057,0.0006215313185754995,0.04136134900002162,33,0.00223284145962756,0.017919300000016847,0.0007082833448485216,,,,,
19126,39,19126,828.1987264156342,19243,268.1983095944779,598,39,0,41.30774163356091,66.03570556640625,0.0,0.0,0.00935900871021814,0.022662599999989652,0.0021433468498077896,0.04003021943048392,0.041851299999962066,0.0005917950959324902,0.04125411999999414,23,0.002246736180901262,0.006219299999997929,0.0004056938813830239,,,,,
19785,40,19785,856.0266745090485,19905,328.3561946324685,660,40,0,45.25184255001509,65.18124389648438,0.0,0.0,0.009651927769349764,0.03289189999998143,0.002125551631270753,0.04002592913505496,0.041818299999931696,0.0006753441013127691,0.04155890000006593,55,0.0023645330804229867,0.0107649000000265,0.0006134001374961753,,,,,
20547,41,20547,887.9546689987183,20670,389.3785233124289,763,41,0,46.1389869014645,67.06547546386719,0.0,0.0,0.009147496325458412,0.021681300000068404,0.001986913533103073,0.04001629973753447,0.04149810000001253,0.0006035972707220107,0.041200574000021105,29,0.0022777240157470058,0.00361089999989872,0.00033100490895382435,,,,,
20670,42,20670,894.295196056366,20796,18.966661766044822,124,42,0,13.99978697971223,25.136320114135742,0.0,0.0,0.00948063577235518,0.015867599999978665,0.0019798297362966654,0.04000618211381888,0.041244600000027276,0.0006230950408422724,0.04118907200000422,6,0.002370279674802462,0.0033391000000619897,0.00025649605774543055,-22.766263961791992,1.2911407947540283,0.011338029988110065,-3.2882251739501953,
20814,43,20814,901.496829032898,20943,16.13062612677455,145,43,0,11.029891974904478,16.809749603271484,0.0,0.0,0.009527371527772586,0.021212999999988824,0.0023484215955353292,0.040045299305554574,0.04341410000006363,0.0007321503097368752,0.04128844899993282,9,0.0023648895833300937,0.004438500000105705,0.00035525117381381556,,,,,
21551,44,21551,932.4271652698517,21683,331.6798241166937,738,44,0,40.4082135232645,62.11798095703125,0.0,0.0,0.00933978656716354,0.019882499999994252,0.002166032665155875,0.04002072713704117,0.04230589999997392,0.0005820862353380066,0.04126266000000669,25,0.002281786295796971,0.011878199999955541,0.0005601586400255494,,,,,
22111,45,22111,956.2704577445984,22246,212.85621226010687,561,45,0,34.515752929147546,46.282230377197266,0.0,0.0,0.009623621428570215,0.023101900000028763,0.0024255703705526304,0.0400205355357128,0.041922699999986435,0.0006160101580549338,0.04129397100000347,27,0.0023155714285741577,0.007453399999917565,0.0005173694137216983,,,,,
22680,46,22680,980.4860305786133,22818,290.56983292586034,570,46,0,45.203959122443116,66.68074035644531,0.0,0.0,0.009725703339188166,0.029797300000041105,0.002663937789052175,0.040045795079086524,0.04974379999998746,0.0007771716469785277,0.04147107999998298,32,0.002448179613359432,0.021636400000033973,0.001017188540208443,-22.087875366210938,-0.6221890449523926,0.011329161003232002,-2.861128330230713,
23314,47,23314,1007.3217694759369,23455,328.9315151842351,635,47,0,46.850170346517686,65.04818725585938,0.0,0.0,0.00974561435331275,0.021132099999931597,0.0024183909650052075,0.04005492018927654,0.05208800000002611,0.0007851381172927346,0.04139933400005816,38,0.0024320474763394,0.0042560000000548825,0.0004285597407878413,,,,,
24098,48,24098,1040.1529531478882,24242,436.16780452854505,785,48,0,49.04145373086887,70.74718475341797,0.0,0.0,0.009773329974488454,0.02551790000006804,0.002467028739199713,0.04002158711734453,0.042301899999984016,0.0006215346326379688,0.04132385900002646,45,0.0024379089285751394,0.013071800000034273,0.0006035800035723802,,,,,
24807,49,24807,1069.9632031917572,24954,331.8230363914385,710,49,0,42.40992683842237,61.1296501159668,0.0,0.0,0.009901994922428712,0.02409669999997277,0.002450787012881307,0.04003556629055113,0.041553099999873666,0.0006569597339470316,0.04134562400017785,53,0.00242477912553108,0.017639500000086628,0.0009188787669262461,,,,,
25849,50,25849,1113.1379311084747,25999,519.1932300877955,1043,50,0,43.79171539041636,67.17288970947266,0.0,0.0,0.009954499520156503,0.025753199999826393,0.0024695891702603365,0.04002280508637663,0.04187400000000707,0.000632898240970047,0.04125061299983372,63,0.0024056497120902207,0.014924199999995835,0.0007267815480428413,,,,,
26458,51,26458,1138.9203820228577,26611,322.8587833673413,610,51,0,47.38032140628889,68.75657653808594,0.0,0.0,0.009691870114938224,0.028886099999908765,0.0023678348353544138,0.04001387142857804,0.04177509999999529,0.0005695514349450494,0.04121981199991751,24,0.0024419200328435102,0.011557799999991403,0.0007543086191159328,,,,,
27154,52,27154,1168.3399050235748,27310,399.9019963477437,697,52,0,49.62462731346874,70.46206665039062,0.0,0.0,0.00938659640803965,0.024790699999812205,0.0020867220158555314,0.04003505028735543,0.04291420000004109,0.0005788966243154928,0.041257339999924626,31,0.002271121551729365,0.011024000000134038,0.0004640913391061586,,,,,
27385,53,27385,1179.0164012908936,27544,42.540469228781774,232,53,0,17.8588318649563,27.270776748657227,0.0,0.0,0.009546169264071919,0.017398499999899286,0.0020419448764115162,0.04002352251082906,0.041549399999894376,0.0005831021413774402,0.041123720000064166,6,0.002310238528144466,0.0038782999999966705,0.00039190856244913875,,,,,
28070,54,28070,1207.8812944889069,28232,336.8302526190558,686,54,0,43.90934651573094,64.80421447753906,0.0,0.0,0.00946039401459775,0.016616300000123374,0.001954025317514406,0.04000333211678859,0.04175929999996697,0.0006291193163357009,0.04120776000017941,35,0.002256638832122452,0.0090967000001001,0.000465979702373249,-26.078445434570312,0.22891145944595337,0.010506188496947289,-3.0502471923828125,
28465,55,28465,1225.1054441928864,28630,137.99679059567526,396,55,0,31.637403387572814,45.00056457519531,0.0,0.0,0.009883802784810242,0.019216500000084125,0.0022131401577298675,0.04001938253164852,0.04189970000015819,0.0006435334152391786,0.04132823199996892,21,0.0022809724050608863,0.005360299999892959,0.00039009046288534334,,,,,
29233,56,29233,1257.302830696106,29401,369.5049324685981,769,56,0,42.429417235761946,61.90340042114258,0.0,0.0,0.009872668359373726,0.022203500000159693,0.0021881850272624463,0.04001755247396055,0.043472999999949025,0.0006433200117740383,0.04130772899991371,46,0.0022546578125037797,0.011371400000143694,0.0005132558156339754,,,,,
29855,57,29855,1283.6408145427704,30026,330.3712399112636,623,57,0,47.185072179755345,68.08995056152344,0.0,0.0,0.00964542250803854,0.02664449999997487,0.002223476730953775,0.040033414147904595,0.04206990000011501,0.0006405044077835911,0.04141063599996414,35,0.0022765662379458386,0.0034728000000541215,0.0003424270332569841,,,,,
30664,58,30664,1317.461858510971,30838,442.3511621377042,810,58,0,48.093370753601135,70.72074890136719,0.0,0.0,0.009642083930774382,0.025057000000060725,0.002335443803400308,0.04002631508034367,0.04160390000015468,0.0006127280450627843,0.04127306000000317,43,0.002354496662541726,0.019473900000093636,0.0007628800964194978,,,,,
31365,59,31365,1346.9572458267212,31542,338.04404574492025,702,59,0,43.40958435083388,64.12208557128906,0.0,0.0,0.009449809985731222,0.017123000000083266,0.0022421643913558787,0.04003059572039628,0.0433631000000787,0.0006462621041212977,0.04130849999978636,49,0.0023572644793125653,0.012308600000096703,0.0006410732309840519,,,,,
31785,60,31785,1365.2137887477875,31965,140.81082322141438,421,60,0,30.87224271783446,42.52389144897461,0.0,0.0,0.009534252619053383,0.02507730000002084,0.002394501530642583,0.040050717619046626,0.04912489999992431,0.0007577831278338503,0.04145259100008389,22,0.002331316190467143,0.008901199999854725,0.0005265771767918321,,,,,
32541,61,32541,1397.0753519535065,32724,374.4718238820194,757,61,0,43.80884320609508,67.68537902832031,0.0,0.0,0.009732240079361396,0.025878700000021126,0.0024879864672494546,0.04000205767195898,0.0413684000000103,0.000617528469768728,0.04119793999994954,23,0.0023557026455026343,0.010624499999948966,0.0005344097351965106,,,,,
33160,62,33160,1423.2772805690765,33346,315.9352703780121,620,62,0,45.437289606805535,67.0685806274414,0.0,0.0,0.009835521163168002,0.016954400000031455,0.002400749097021792,0.04003556106623865,0.049602600000071106,0.0007330518379195097,0.041310521999912454,31,0.0024331151857832772,0.007076399999959904,0.00045596352548158705,-25.096403121948242,-0.4215521216392517,0.010132364928722382,-2.9082021713256836,
33869,63,33869,1453.101921081543,34058,406.49345011998895,710,63,0,50.171916354558114,71.7142562866211,0.0,0.0,0.009607224259519764,0.023355600000058985,0.002337522203286815,0.04002990832158117,0.04369260000021313,0.0006508513836374474,0.041395620000112106,44,0.0023757468265194663,0.012318099999902188,0.0005883304323327248,,,,,
34013,64,34013,1460.289302110672,34205,25.03937247037403,145,64,0,15.683572423656408,26.4146785736084,0.0,0.0,0.00986294166667455,0.015496400000074573,0.002308092695103077,0.04002823124999269,0.0415255000000343,0.0006466904032709921,0.04139273999996931,10,0.002641777777782295,0.012746399999969071,0.0009548803638364634,,,,,
34260,65,34260,1471.5915822982788,34455,0.15379131993263145,248,65,0,0.05172924403450452,0.2182103842496872,0.0,0.0,0.01029666963562785,0.01688960000001316,0.002409890776951914,0.04006093481781883,0.04190029999995204,0.000712244474141398,0.0416188000000011,26,0.0025470748987867307,0.003984100000025137,0.0004465845987232668,-25.581348419189453,-0.6867758631706238,0.010398443788290024,-2.8495912551879883,
34428,66,34428,1479.7562456130981,34626,16.215573886423186,169,66,0,9.502827847893446,20.756193161010742,0.0,0.0,0.009519554761896285,0.015809000000217566,0.002166295547632514,0.040088240476198474,0.04887159999998403,0.0009350805533928202,0.04148276700008637,12,0.002507146428570195,0.01672469999994064,0.0011962810027246456,,,,,
34999,67,34999,1504.0445683002472,35200,298.1460168582944,572,67,0,46.28701266060564,66.53392028808594,0.0,0.0,0.009577598598943297,0.027059600000029604,0.0024023439491713556,0.04004184746059364,0.04875850000007631,0.0007447666649112134,0.041383860000064485,35,0.0023502148861627064,0.00384329999997135,0.00039941865197863635,,,,,
36150,68,36150,1551.5786514282227,36354,536.3662169851692,1152,68,0,41.27909806628971,68.16260528564453,0.0,0.0,0.009370653692443894,0.02267489999985628,0.0020769316742312105,0.04002777115551536,0.04711059999999634,0.0006635631733617398,0.04130829999996877,63,0.0022533667245905227,0.014731600000004619,0.0006099333673961523,-26.484989166259766,-0.007909655570983887,0.010295520536601543,-2.9982714653015137,
36777,69,36777,1578.08669090271,36984,330.9809768196328,628,69,0,47.197319688822496,67.07927703857422,0.0,0.0,0.009317444178628849,0.026958199999853605,0.002117626380694554,0.04001825039871941,0.04167480000000978,0.0006373528043482632,0.04141816399992422,32,0.002307939393938903,0.013019299999996292,0.0005475877555924699,,,,,
37553,70,37553,1610.5907986164093,37763,434.85902895479126,777,70,0,49.64591428157145,72.55107879638672,0.0,0.0,0.009192271391751997,0.019628899999815985,0.0019827771703686977,0.04002202164948274,0.0450957999998991,0.0006190531591532709,0.041241549999995186,29,0.0022931948453580172,0.009924100000034741,0.0005425318368010051,,,,,
38223,71,38223,1638.8367328643799,38436,333.82915250145686,671,71,0,44.31115974894924,66.5494384765625,0.0,0.0,0.009332587313432084,0.016275299999961135,0.00200863656929018,0.040022618358213226,0.04312060000006568,0.0006507989001208046,0.04143180799987249,42,0.0022422416417968443,0.00528840000015407,0.0003353032823846407,,,,,
39285,72,39285,1682.8162262439728,39501,518.7114614215029,1063,72,0,43.10398935076346,67.90316772460938,0.0,0.0,0.009425531732574334,0.016907099999798447,0.0021480507930595567,0.0400295739171406,0.04832370000008268,0.0007028329180287214,0.04140160399997058,79,0.0023063583804174147,0.01497790000007626,0.0006486324159748747,,,,,
39908,73,39908,1709.2231698036194,40127,335.5299655525007,624,73,0,47.746068929285684,68.29447937011719,0.0,0.0,0.00989006805778636,0.019163700000035533,0.002450935716571461,0.04004812182985337,0.05059779999987768,0.0007208575460694903,0.04129309800009196,28,0.002451802728741719,0.01926780000007966,0.0008306418271772078,,,,,
40565,74,40565,1736.9643256664276,40787,379.9659610391184,658,74,0,50.399444595845324,72.5341567993164,0.0,0.0,0.009699329832571315,0.016878599999927246,0.0023862208400657835,0.04001797214612001,0.0492776999999478,0.0007754058738639752,0.04159126799996556,42,0.0024185144596665788,0.009430999999949563,0.0005710574439669668,,,,,
40637,75,40637,1741.2482776641846,40862,5.1335046633372095,73,75,0,6.21505199712446,12.00059700012207,0.0,0.0,0.010024880555533855,0.014882399999805784,0.0023144046271609793,0.04000055833332618,0.04152729999987059,0.0007600999977703564,0.041362935000083784,7,0.0025432291666523574,0.0037230999998882908,0.00051389248778894,,,,,
40863,76,40863,1751.7029705047607,41091,35.74979292736762,227,76,0,17.638733420285114,29.298295974731445,0.0,0.0,0.010401636725647319,0.01639619999991737,0.0026138185507208677,0.040049030088496175,0.041311199999881865,0.0006880535961081502,0.04127330000000029,24,0.002606149999997491,0.004115299999966737,0.0004931086805417106,,,,,
41584,77,41584,1781.9923179149628,41815,346.80657577637385,722,77,0,42.6156635087095,66.96577453613281,0.0,0.0,0.0100667002773945,0.02713939999989634,0.002524220839740992,0.04003054160887558,0.04194609999990462,0.0006263696089687067,0.04123845999988589,37,0.002493679889039161,0.009200400000054287,0.0005820801534015302,,,,,
41648,78,41648,1785.9671909809113,41882,4.264843781993799,65,78,0,6.082821010187483,12.026969909667969,0.0,0.0,0.010320548437494637,0.01483130000019628,0.0023389440004459305,0.040051121875006146,0.041218699999944874,0.0005945249188887635,0.041200934000032705,3,0.0024456703124862145,0.003367899999830115,0.0004051838536003188,,,,,
42174,79,42174,1808.4344041347504,42411,205.3526972747463,527,79,0,34.569137099181326,47.30545425415039,0.0,0.0,0.009968253802281642,0.11889229999997042,0.00532319318043053,0.04001928384031186,0.12228000000004613,0.004181164419893825,0.041388000000097236,36,0.0023508775665350913,0.0053832999999485764,0.00047486575996778395,,,,,
42775,80,42775,1833.9383387565613,43015,304.2290126432174,602,80,0,44.444880973881475,67.0805435180664,0.0,0.0,0.009838547420961621,0.023753100000021732,0.0023832242233818675,0.04002572961730275,0.04158170000005157,0.0006415102491709666,0.04127749999997832,36,0.0024697527454258044,0.015497900000127629,0.0008154721044593478,,,,,
43379,81,43379,1859.5539305210114,43622,335.6010063818665,605,81,0,48.72086166520622,69.90714263916016,0.0,0.0,0.009946373178810359,0.015612599999940358,0.0023655637558696397,0.04003624619204873,0.041729900000063935,0.0006214434232839554,0.04131576699990546,37,0.0025306142384091414,0.011167099999966013,0.0006355625020437284,,,,,
44030,82,44030,1887.0419404506683,44276,376.1790371617788,652,82,0,50.412949962458434,72.47384643554688,0.0,0.0,0.009568882642094151,0.02922719999992296,0.0021661514257424585,0.0400177115207389,0.04199300000004769,0.0006189857967136942,0.041319949999888195,29,0.0023185302611312053,0.01518250000003718,0.0007960147771069779,-26.359420776367188,-0.8454321026802063,0.00902226660400629,-2.8204283714294434,
44306,83,44306,1899.5206468105316,44555,56.95439596263318,277,83,0,19.65776948910795,35.73701858520508,0.0,0.0,0.009719176811597004,0.01530840000009448,0.0021592075015083763,0.04000025217391359,0.041579500000125336,0.0006072132816909469,0.041183950000117875,10,0.002381672463770158,0.009710199999972247,0.0006056087298985401,,,,,
44953,84,44953,1926.8713023662567,45205,323.4072476228283,648,84,0,45.2557603504051,66.97428131103516,0.0,0.0,0.009464692735705221,0.022269900000083,0.002148475989137197,0.04003771112827926,0.041517799999837735,0.0006387826708050573,0.04140404999988277,42,0.002294008809889394,0.014285299999983181,0.0006909637909231981,,,,,
