ep_count,ep_steps,total_steps,packages_lost,ep_reward,speed_mean,speed_max,BestLap,LapNo_0,LapNo_1
13,314,5630,0,71.82000545917776,21.463486881056877,33.77758026123047,0.0,0.0,
14,383,6015,0,116.65089346114391,28.214018393183302,44.54258346557617,0.0,0.0,
15,1108,7125,0,345.6790705051483,28.514454940453952,61.30174255371094,0.0,0.0,
16,108,7235,0,5.850582029942505,5.313007779844122,11.223485946655273,0.0,0.0,
17,862,8099,0,340.44566833288445,37.53622506338273,53.88663101196289,0.0,0.0,
18,929,9030,0,364.0473644055024,35.07280095038894,48.83388900756836,0.0,0.0,
19,236,9268,0,34.11140905827695,16.014176980646077,30.73408317565918,0.0,0.0,
20,249,9519,0,13.652060093503394,5.935968583287956,20.544462203979492,0.0,0.0,
21,705,10226,0,318.82522058972086,42.44306943831529,62.217464447021484,0.0,0.0,
22,549,10777,0,202.43269140311463,33.5205643920744,45.4383659362793,0.0,0.0,
23,650,11429,0,285.40632853252794,39.839497991209456,65.2379150390625,0.0,0.0,
24,627,12058,0,275.0113566767288,42.27331404157924,59.27688217163086,0.0,0.0,
25,1005,13065,0,462.44469176314556,41.79171790832385,58.77903747558594,0.0,0.0,
26,744,13811,0,331.4110055256855,40.57171023670885,58.90283203125,0.0,0.0,
27,552,14365,0,209.9512844045143,33.89915156030337,44.10016632080078,0.0,0.0,
28,578,14945,0,279.1743148045143,43.37246827171208,66.84938049316406,0.0,0.0,
29,683,15630,0,345.48654239517316,45.19999743507129,63.77521514892578,0.0,0.0,
30,730,16362,0,382.3813604560145,47.2283381742706,66.59297180175781,0.0,0.0,
31,73,16437,0,2.902872625705572,4.779993381982746,9.600054740905762,0.0,0.0,
32,73,16512,0,3.830772055158649,6.239531229878457,14.367735862731934,0.0,0.0,
33,298,16812,0,1.1126252143564037,0.32314526822186806,3.7210898399353027,0.0,0.0,
34,215,17029,0,23.09741641451129,10.896693655323281,16.616771697998047,0.0,0.0,
35,127,17158,0,11.127186220342525,8.948865984392345,15.929338455200195,0.0,0.0,
36,655,17815,0,299.0120940170971,41.50666800151963,60.10158157348633,0.0,0.0,
37,179,17996,0,20.836238972943956,11.122633539591577,26.823368072509766,0.0,0.0,
38,645,18643,0,235.70354208894457,32.963642745552036,45.48191452026367,0.0,0.0,
39,598,19243,0,268.1983095944779,41.30774163356091,66.03570556640625,0.0,0.0,
40,660,19905,0,328.3561946324685,45.25184255001509,65.18124389648438,0.0,0.0,
41,763,20670,0,389.3785233124289,46.1389869014645,67.06547546386719,0.0,0.0,
42,124,20796,0,18.966661766044822,13.99978697971223,25.136320114135742,0.0,0.0,
43,145,20943,0,16.13062612677455,11.029891974904478,16.809749603271484,0.0,0.0,
44,738,21683,0,331.6798241166937,40.4082135232645,62.11798095703125,0.0,0.0,
45,561,22246,0,212.85621226010687,34.515752929147546,46.282230377197266,0.0,0.0,
46,570,22818,0,290.56983292586034,45.203959122443116,66.68074035644531,0.0,0.0,
47,635,23455,0,328.9315151842351,46.850170346517686,65.04818725585938,0.0,0.0,
48,785,24242,0,436.16780452854505,49.04145373086887,70.74718475341797,0.0,0.0,
49,710,24954,0,331.8230363914385,42.40992683842237,61.1296501159668,0.0,0.0,
50,1043,25999,0,519.1932300877955,43.79171539041636,67.17288970947266,0.0,0.0,
51,610,26611,0,322.8587833673413,47.38032140628889,68.75657653808594,0.0,0.0,
52,697,27310,0,399.9019963477437,49.62462731346874,70.46206665039062,0.0,0.0,
53,232,27544,0,42.540469228781774,17.8588318649563,27.270776748657227,0.0,0.0,
54,686,28232,0,336.8302526190558,43.90934651573094,64.80421447753906,0.0,0.0,
55,396,28630,0,137.99679059567526,31.637403387572814,45.00056457519531,0.0,0.0,
56,769,29401,0,369.5049324685981,42.429417235761946,61.90340042114258,0.0,0.0,
57,623,30026,0,330.3712399112636,47.185072179755345,68.08995056152344,0.0,0.0,
58,810,30838,0,442.3511621377042,48.093370753601135,70.72074890136719,0.0,0.0,
59,702,31542,0,338.04404574492025,43.40958435083388,64.12208557128906,0.0,0.0,
60,421,31965,0,140.81082322141438,30.87224271783446,42.52389144897461,0.0,0.0,
61,757,32724,0,374.4718238820194,43.80884320609508,67.68537902832031,0.0,0.0,
62,620,33346,0,315.9352703780121,45.437289606805535,67.0685806274414,0.0,0.0,
63,710,34058,0,406.49345011998895,50.171916354558114,71.7142562866211,0.0,0.0,
64,145,34205,0,25.03937247037403,15.683572423656408,26.4146785736084,0.0,0.0,
65,248,34455,0,0.15379131993263145,0.05172924403450452,0.2182103842496872,0.0,0.0,
66,169,34626,0,16.215573886423186,9.502827847893446,20.756193161010742,0.0,0.0,
67,572,35200,0,298.1460168582944,46.28701266060564,66.53392028808594,0.0,0.0,
68,1152,36354,0,536.3662169851692,41.27909806628971,68.16260528564453,0.0,0.0,
69,628,36984,0,330.9809768196328,47.197319688822496,67.07927703857422,0.0,0.0,
70,777,37763,0,434.85902895479126,49.64591428157145,72.55107879638672,0.0,0.0,
71,671,38436,0,333.82915250145686,44.31115974894924,66.5494384765625,0.0,0.0,
72,1063,39501,0,518.7114614215029,43.10398935076346,67.90316772460938,0.0,0.0,
73,624,40127,0,335.5299655525007,47.746068929285684,68.29447937011719,0.0,0.0,
74,658,40787,0,379.9659610391184,50.399444595845324,72.5341567993164,0.0,0.0,
75,73,40862,0,5.1335046633372095,6.21505199712446,12.00059700012207,0.0,0.0,
76,227,41091,0,35.74979292736762,17.638733420285114,29.298295974731445,0.0,0.0,
77,722,41815,0,346.80657577637385,42.6156635087095,66.96577453613281,0.0,0.0,
78,65,41882,0,4.264843781993799,6.082821010187483,12.026969909667969,0.0,0.0,
79,527,42411,0,205.3526972747463,34.569137099181326,47.30545425415039,0.0,0.0,
80,602,43015,0,304.2290126432174,44.444880973881475,67.0805435180664,0.0,0.0,
81,605,43622,0,335.6010063818665,48.72086166520622,69.90714263916016,0.0,0.0,
82,652,44276,0,376.1790371617788,50.412949962458434,72.47384643554688,0.0,0.0,
83,277,44555,0,56.95439596263318,19.65776948910795,35.73701858520508,0.0,0.0,
84,648,45205,0,323.4072476228283,45.2557603504051,66.97428131103516,0.0,0.0,
85,1142,46349,0,555.7475373574346,43.10689581982494,68.97844696044922,0.0,0.0,
86,636,46987,0,298.8166948582483,42.9196438359462,67.57972717285156,0.0,0.0,
87,769,47758,0,435.76887901442836,49.120156045790864,70.63866424560547,0.0,0.0,
88,683,48443,0,347.0234867149957,44.24275034566299,67.18687438964844,0.0,0.0,
89,523,48968,0,205.4014981485796,35.14213803701791,47.650001525878906,0.0,0.0,
90,661,49631,0,328.75571778247405,44.73482356485914,68.15573120117188,0.0,0.0,
91,574,50207,0,300.94312513840987,46.83256247999732,68.003173828125,0.0,0.0,
92,771,50980,0,439.48163873623207,49.7831733508234,71.61275482177734,0.0,0.0,
93,688,51670,0,344.73806367716827,43.7637826879167,67.75582122802734,0.0,0.0,
94,1018,52690,0,525.7949470603328,44.8979888760262,69.1478500366211,0.0,0.0,
95,640,53332,0,339.6766080362203,46.88820973180373,68.71490478515625,0.0,0.0,
96,763,54097,0,438.9442764356903,49.93090241241619,70.8609848022461,0.0,0.0,
97,696,54795,0,348.6814212456275,43.462782906915244,67.4818344116211,0.0,0.0,
98,1007,55804,0,519.8870962641931,44.94414381277315,69.72225952148438,0.0,0.0,
99,615,56421,0,336.39341745494636,48.690437550729754,67.60932922363281,0.0,0.0,
100,772,57195,0,436.29375171745255,49.23510751895905,71.33361053466797,0.0,0.0,
101,695,57892,0,344.71008190440193,43.136075059843094,67.05529022216797,0.0,0.0,
102,1006,58900,0,520.394260405717,45.15986762690996,70.00801849365234,0.0,0.0,
103,1359,60261,0,775.6268639915046,50.53084300803574,70.8426284790039,0.0,0.0,
104,715,60978,0,352.4950761931609,42.696574985284286,67.28514862060547,0.0,0.0,
105,1004,61984,0,522.6439251335592,45.193770937608605,69.26078796386719,0.0,0.0,
106,636,62622,0,337.2152301852318,47.18226046067642,68.45574951171875,0.0,0.0,
107,760,63384,0,434.0797224293457,49.78067120991028,71.33954620361328,0.0,0.0,
108,663,64049,0,342.81258633308113,44.51189518030445,67.6540298461914,0.0,0.0,
109,1117,65168,0,545.1761804176231,43.54965739228951,67.79474639892578,0.0,0.0,
110,613,65783,0,313.38089284527075,45.530375259891755,68.0623779296875,0.0,0.0,
111,755,66540,0,436.393422852679,50.18995174053942,71.07554626464844,0.0,0.0,
112,671,67213,0,344.49948088699676,44.34028349835311,67.70642852783203,0.0,0.0,
113,1095,68310,0,548.1338661326452,44.24165395189281,68.1274642944336,0.0,0.0,
114,605,68917,0,313.02643970330814,45.71145289132972,68.92172241210938,0.0,0.0,
115,765,69684,0,439.05064019314125,49.67347898818552,71.48873901367188,0.0,0.0,
116,674,70360,0,347.1898085829361,44.358259874471244,67.52947998046875,0.0,0.0,
117,1707,72069,0,859.3984514699208,45.027059160820144,68.58761596679688,0.0,0.0,
118,754,72825,0,429.18359497394044,49.245772919129394,71.16888427734375,0.0,0.0,
119,695,73522,0,350.85864697256557,43.46967534902757,67.17709350585938,0.0,0.0,
120,2275,75799,0,1278.4575099849171,49.19675649974362,71.2364501953125,0.0,0.0,
121,766,76567,0,364.18672816540106,41.24787549986066,67.68611145019531,0.0,0.0,
122,2321,78890,0,1301.453695383149,49.07951162838038,71.90218353271484,0.0,0.0,
123,675,79567,0,348.95600307427804,44.75265957706755,68.21063995361328,0.0,0.0,
124,2293,81862,0,1302.2799595734707,49.531307261614266,71.83363342285156,0.0,0.0,
125,694,82558,0,353.58320483266255,43.963734656955474,67.7986831665039,0.0,0.0,
126,2273,84833,0,1298.1778990083649,49.77843457339312,71.91929626464844,0.0,0.0,
127,672,85507,0,347.09270057644505,44.67232445846145,68.25800323486328,0.0,0.0,
128,2287,87796,0,1309.6270590940403,49.78721609761909,71.86953735351562,0.0,0.0,
129,684,88482,0,351.1204436787417,44.15112623069619,68.10572052001953,0.0,0.0,
130,2294,90778,0,1302.3533442617015,49.539504528206066,72.13899230957031,0.0,0.0,
131,689,91469,0,351.11515242158714,44.158416807216184,68.36827087402344,0.0,0.0,
132,1145,92616,0,566.3522628592681,43.79419787918669,69.51983642578125,0.0,0.0,
133,1256,93874,0,726.9568230803932,50.30272448126499,71.8412857055664,0.0,0.0,
134,701,94577,0,352.7815823235734,43.343755176936384,67.77448272705078,0.0,0.0,
135,2275,96854,0,1305.0582804767234,49.88213833178711,71.92105102539062,0.0,0.0,
136,681,97537,0,348.98353191666206,44.51663184974674,67.79218292236328,0.0,0.0,
137,2255,99794,0,1309.0375504598244,50.35204433876486,72.01978302001953,0.0,0.0,
138,2930,102726,0,1615.2408347702133,48.06212874568283,71.71581268310547,0.0,0.0,121.139
139,184,102912,0,31.60279304076723,15.845977712857268,26.024944305419922,0.0,121.139,
140,682,103596,0,350.33139029870694,44.245439601315134,68.59313201904297,0.0,121.139,
141,2284,105882,0,1303.424964252797,49.66374813177604,71.67867279052734,0.0,121.139,
142,676,106560,0,348.9537416848386,45.12377533416581,67.73470306396484,0.0,121.139,
143,1074,107636,0,543.6259039273835,44.49393487574461,70.57634735107422,0.0,121.139,
144,1297,108935,0,755.9644597014956,50.36200592881151,71.76982879638672,0.0,121.139,
145,689,109626,0,351.53660245551737,44.07712229180619,67.93031311035156,0.0,121.139,
146,2381,112009,0,1307.1161463025269,47.656749190695066,72.29519653320312,0.0,121.139,
147,723,112734,0,361.6277886573665,43.13216866032084,68.029296875,0.0,121.139,
148,2269,115005,0,1295.1915487437946,49.528784095935514,72.12335205078125,0.0,121.139,
149,628,115635,0,335.3478800532083,46.34107777832045,68.88008117675781,0.0,121.139,
150,1031,116668,0,533.3329991677165,45.07781827484644,70.79791259765625,0.0,121.139,
151,1313,117983,0,789.4988807519944,51.725315218899624,72.49005889892578,0.0,121.139,
152,2927,120912,0,1652.1090892816105,49.164437280724776,72.12107849121094,0.0,121.139,744.451
153,689,121603,0,352.2727188668231,44.06397047506731,68.35701751708984,0.0,744.451,
154,2234,123839,0,1315.2747421259273,50.78196368684454,72.36637878417969,0.0,744.451,
155,697,124538,0,352.26635772279445,43.54932430734503,68.2729721069336,0.0,744.451,
156,2237,126777,0,1313.1906051784201,50.691451203045716,72.1624984741211,0.0,744.451,
157,688,127467,0,355.19309993444693,44.404962944044684,68.78660583496094,0.0,744.451,
158,2237,129706,0,1308.4045261140984,50.611546775300994,72.59310913085938,0.0,744.451,
159,2875,132583,0,1673.5647423052815,50.07159326020183,72.55716705322266,0.0,744.451,477.262
160,688,133273,0,354.3108275896816,44.17480433310469,68.9141616821289,0.0,477.262,
161,2261,135536,0,1314.6000752178782,50.20764528962245,72.6263427734375,0.0,477.262,
162,666,136204,0,352.9350683930292,45.394469759949395,68.44127655029297,0.0,477.262,
163,2234,138440,0,1322.2427560194033,50.77981216407595,72.57147979736328,0.0,477.262,
164,683,139125,0,353.83122902625394,44.41118456414206,68.7236099243164,0.0,477.262,
165,1125,140252,0,572.7835577791036,44.87983553542818,70.6668930053711,0.0,477.262,
